"","circ_id","mmu1","mmu2","mmu3"
"1","1:100406082|100412463",NA,"2.000",NA
"564","1:72634946|72640593",NA,NA,"1.000"
"565","1:74329910|74330893",NA,"1.000","11.000"
"566","1:74491845|74495379",NA,NA,"3.000"
"567","1:74634367|74635096",NA,NA,"6.000"
"568","1:75006658|75008071","4.000",NA,NA
"569","1:75084467|75094914","10.000",NA,"2.000"
"570","1:75164328|75164750",NA,"1.000","6.000"
"571","1:75916112|75932488",NA,NA,"1.000"
"572","1:78174203|78174437",NA,NA,"1.000"
"573","1:78438942|78439970",NA,"1.000",NA
"574","1:78443603|78452942",NA,NA,"1.000"
"575","1:79601398|79603002","4.000",NA,NA
"576","1:80281796|80300773","2.000",NA,"2.000"
"577","1:80298030|80300773",NA,NA,"5.000"
"578","1:80299501|80300773","2.000",NA,NA
"579","1:80593008|80626049","1.000",NA,NA
"580","1:82214356|82215325",NA,"1.000","5.000"
"581","1:82318039|82320583",NA,NA,"6.000"
"582","1:82318039|82355425",NA,NA,"1.000"
"583","1:82346012|82355425","9.000",NA,NA
"584","1:82708833|82729439",NA,NA,"1.000"
"585","1:82871144|82872288",NA,NA,"1.000"
"586","1:84741048|84741652","4.000","1.000",NA
"587","1:84754037|84763917","1.000","2.000","3.000"
"588","1:84754037|84772048",NA,NA,"4.000"
"589","1:84760547|84763917","3.000",NA,NA
"590","1:84771245|84792690","2.000",NA,NA
"591","1:85591246|85606830",NA,"3.000",NA
"592","1:85627327|85629164",NA,NA,"3.000"
"593","1:86006289|86009819","1.000",NA,NA
"594","1:86006289|86017912",NA,NA,"11.000"
"595","1:86006289|86019820",NA,NA,"2.000"
"596","1:86010868|86012992",NA,NA,"1.000"
"597","1:86016530|86017912",NA,NA,"1.000"
"598","1:86044296|86046348","1.000",NA,NA
"599","1:86054177|86056027",NA,"1.000",NA
"600","1:86514737|86520088",NA,NA,"2.000"
"601","1:86526724|86528910","3.000",NA,"2.000"
"602","1:86672402|86673220",NA,NA,"2.000"
"603","1:86672402|86688111","1.000",NA,NA
"604","1:86782081|86785096",NA,NA,"2.000"
"605","1:86887464|86901229","5.000",NA,NA
"606","1:86901121|86918047","1.000",NA,NA
"607","1:87217189|87225485",NA,NA,"3.000"
"608","1:87291825|87293001",NA,"3.000","14.000"
"609","1:87291825|87301833",NA,NA,"19.000"
"610","1:87291825|87306805",NA,NA,"4.000"
"611","1:87291825|87307726",NA,"1.000",NA
"612","1:87291825|87307730","128.000","104.000","555.000"
"613","1:87291825|87331568","2.000",NA,"1.000"
"614","1:87301718|87307730",NA,NA,"1.000"
"615","1:87331388|87339589",NA,NA,"3.000"
"616","1:87344539|87356450",NA,"1.000",NA
"617","1:87349212|87352948",NA,"2.000",NA
"618","1:87350902|87352948",NA,NA,"1.000"
"619","1:87356291|87361638",NA,"1.000",NA
"620","1:87687772|87693904",NA,"1.000",NA
"621","1:87693059|87694779",NA,"1.000",NA
"622","1:87808089|87809661","10.000","3.000","13.000"
"623","1:87853415|87853679","3.000",NA,NA
"624","1:87876223|87901856",NA,NA,"2.000"
"625","1:87884932|87890210","2.000",NA,NA
"626","1:87921895|87932036",NA,NA,"1.000"
"627","1:88908030|88908948",NA,"2.000","1.000"
"628","1:88908030|88911846","2.000",NA,NA
"629","1:89532319|89562016","13.000","3.000","30.000"
"630","1:89532319|89598993",NA,NA,"11.000"
"631","1:89555482|89562016","20.000","2.000","13.000"
"632","1:89558109|89562016",NA,NA,"1.000"
"633","1:89591382|89598993","14.000","10.000",NA
"634","1:89653682|89671618","4.000",NA,"3.000"
"635","1:89671449|89694186",NA,"4.000",NA
"636","1:89694027|89717046",NA,"2.000","9.000"
"637","1:89762155|89770965","13.000","4.000","8.000"
"638","1:90778761|90778907",NA,NA,"1.000"
"639","1:90849608|90855791","2.000",NA,NA
"640","1:90869409|90871471","6.000",NA,NA
"641","1:91012667|91033019","1.000",NA,NA
"642","1:91181481|91182115",NA,NA,"5.000"
"643","1:91304039|91309694","1.000","1.000","2.000"
"644","1:91312286|91313068",NA,NA,"1.000"
"645","1:91358495|91358862",NA,"1.000",NA
"646","1:91372306|91378565","1.000",NA,NA
"647","1:91919204|91929997","4.000",NA,NA
"648","1:91982622|92076216",NA,"1.000",NA
"649","1:92069241|92076216",NA,"1.000","1.000"
"650","1:92075977|92076216",NA,"1.000","1.000"
"651","1:92075977|92090357",NA,NA,"6.000"
"652","1:92379732|92398707","3.000",NA,NA
"653","1:93213662|93213848","2.000",NA,NA
"654","1:93347790|93353128",NA,NA,"1.000"
"655","1:93347790|93359240",NA,NA,"2.000"
"656","1:93348805|93351596","2.000",NA,"2.000"
"657","1:93364815|93369972","2.000",NA,"2.000"
"658","1:93416845|93428281","2.000",NA,"1.000"
"659","1:93425062|93428281","3.000",NA,"1.000"
"660","1:93487957|93497742",NA,"1.000",NA
"661","1:93527644|93532065","2.000",NA,"2.000"
"662","1:93533063|93537828",NA,NA,"2.000"
"663","1:93642619|93653038","5.000",NA,"6.000"
"664","1:93695774|93701590",NA,"1.000","1.000"
"665","1:93712474|93713688",NA,NA,"5.000"
"666","1:97573266|97582414",NA,NA,"2.000"
"667","10:105056897|105090770","1.000",NA,NA
"668","10:105079449|105139576","1.000",NA,NA
"669","10:105079449|105159498",NA,NA,"2.000"
"670","10:105157256|105159498",NA,NA,"3.000"
"671","10:105249077|105249648",NA,"1.000",NA
"672","10:105659020|105662452",NA,NA,"2.000"
"673","10:106840524|106889377",NA,"1.000",NA
"674","10:108034693|108066457","1.000",NA,NA
"675","10:108075965|108078991",NA,NA,"8.000"
"676","10:108075965|108086869",NA,NA,"4.000"
"677","10:108076639|108078991",NA,"1.000",NA
"678","10:108104432|108110049","7.000","1.000","3.000"
"679","10:108245323|108247929",NA,NA,"4.000"
"680","10:109563691|109583078",NA,NA,"1.000"
"681","10:109590810|109594910",NA,NA,"1.000"
"682","10:109600378|109603498","1.000",NA,NA
"683","10:109600378|109606185",NA,NA,"1.000"
"684","10:109652114|109660542","2.000",NA,"2.000"
"685","10:109652114|109689395",NA,NA,"1.000"
"686","10:109688365|109699752","2.000",NA,NA
"687","10:111060532|111069551",NA,NA,"4.000"
"688","10:111108886|111116249",NA,NA,"2.000"
"689","10:111563274|111641922",NA,"1.000",NA
"690","10:111811389|111818962",NA,NA,"2.000"
"691","10:115065029|115069163",NA,NA,"4.000"
"692","10:115222866|115226341",NA,NA,"4.000"
"693","10:115225077|115233974",NA,"1.000",NA
"694","10:115242257|115242803","2.000",NA,"6.000"
"695","10:115259288|115266724",NA,NA,"1.000"
"696","10:116333990|116335371",NA,"1.000","3.000"
"697","10:116353221|116373353",NA,"1.000",NA
"698","10:116353221|116385010",NA,NA,"4.000"
"699","10:116353221|116385080","8.000","3.000","41.000"
"700","10:116363731|116385010",NA,NA,"7.000"
"701","10:116363731|116385080","4.000","2.000","1.000"
"702","10:116773301|116775386",NA,"3.000","10.000"
"703","10:116891944|116894103",NA,NA,"1.000"
"704","10:116893695|116894103",NA,"1.000",NA
"705","10:116913416|116921028",NA,NA,"1.000"
"706","10:116935847|116938103","4.000","8.000","18.000"
"707","10:116935847|116964346",NA,NA,"4.000"
"708","10:117185215|117196460","3.000",NA,NA
"709","10:117191839|117196460",NA,NA,"1.000"
"710","10:117191839|117203893",NA,"2.000","7.000"
"711","10:117196344|117203893","1.000",NA,NA
"712","10:117201985|117203893",NA,"2.000","7.000"
"713","10:117528486|117530973","10.000","7.000","12.000"
"714","10:117528486|117541134",NA,"1.000",NA
"715","10:117532285|117541134",NA,"1.000",NA
"716","10:117537469|117541134","3.000",NA,NA
"717","10:117613033|117613569",NA,NA,"9.000"
"718","10:117620899|117623816",NA,"1.000","1.000"
"719","10:117653248|117654514",NA,"3.000","9.000"
"720","10:117656366|117658774",NA,"1.000","5.000"
"721","10:119765805|119781076","1.000",NA,NA
"722","10:119925312|119928593",NA,NA,"6.000"
"723","10:120012135|120018613",NA,NA,"1.000"
"724","10:120783108|120788160","1.000","2.000",NA
"725","10:121124784|121132765","1.000",NA,NA
"726","10:121124784|121142788",NA,NA,"6.000"
"727","10:121207048|121212639","1.000",NA,NA
"728","10:121207048|121219348",NA,NA,"2.000"
"729","10:121387155|121387498","4.000",NA,NA
"730","10:121388104|121388973","1.000","2.000","3.000"
"731","10:121447380|121449576",NA,"2.000",NA
"732","10:121454997|121458896",NA,"1.000",NA
"733","10:121761720|121767414","4.000",NA,NA
"734","10:122556878|122647464",NA,NA,"2.000"
"735","10:122564295|122564574",NA,NA,"1.000"
"736","10:122692966|122756750","4.000",NA,NA
"737","10:122739996|122756750","1.000","1.000","16.000"
"738","10:12277054|12282338",NA,"2.000",NA
"739","10:122858738|122866199",NA,NA,"1.000"
"740","10:122957476|122964137",NA,NA,"1.000"
"741","10:122999497|123017705",NA,"2.000",NA
"742","10:12312024|12323836",NA,NA,"3.000"
"743","10:12312024|12331308",NA,"2.000",NA
"744","10:12317679|12362398",NA,NA,"4.000"
"745","10:12509687|12519355","1.000",NA,NA
"746","10:12536522|12539282",NA,NA,"1.000"
"747","10:12588997|12603656",NA,"1.000","3.000"
"748","10:12609642|12627331",NA,"1.000",NA
"749","10:126864233|126865551",NA,"1.000","2.000"
"750","10:126954967|126955348",NA,NA,"1.000"
"751","10:127041543|127042579",NA,NA,"3.000"
"752","10:127110582|127114277",NA,NA,"2.000"
"753","10:127126667|127131347",NA,NA,"1.000"
"754","10:127132220|127132813","2.000",NA,NA
"755","10:127145872|127146403",NA,NA,"5.000"
"756","10:127222185|127222473",NA,"2.000",NA
"757","10:127278999|127280344",NA,NA,"1.000"
"758","10:127287860|127290625","6.000","1.000",NA
"759","10:127294678|127300882",NA,NA,"2.000"
"760","10:127482759|127484058","3.000","3.000","17.000"
"761","10:127920959|127921495",NA,NA,"1.000"
"762","10:127920959|127922289",NA,NA,"3.000"
"763","10:127958438|127969067","2.000",NA,NA
"764","10:127979263|127982529","3.000",NA,NA
"765","10:128078178|128078587","3.000",NA,NA
"766","10:128112354|128113087","1.000","1.000","1.000"
"767","10:128112354|128114686",NA,NA,"1.000"
"768","10:128113512|128114686","7.000",NA,"17.000"
"769","10:128159198|128162136",NA,NA,"1.000"
"770","10:128194202|128194402","1.000",NA,"5.000"
"771","10:128225116|128225432",NA,NA,"1.000"
"772","10:128250987|128264572",NA,NA,"1.000"
"773","10:128304663|128305658",NA,"1.000",NA
"774","10:128310069|128310933",NA,"2.000",NA
"775","10:128321428|128322120","1.000",NA,NA
"776","10:128351554|128352317",NA,NA,"3.000"
"777","10:128411850|128413163",NA,"3.000",NA
"778","10:128411850|128414961","1.000",NA,NA
"779","10:128413968|128414961",NA,"5.000","17.000"
"780","10:128415364|128417972",NA,"3.000","12.000"
"781","10:128565467|128566128",NA,"1.000",NA
"782","10:130248431|130248775",NA,NA,"2.000"
"783","10:13100527|13109955",NA,NA,"1.000"
"784","10:13100527|13129623","3.000",NA,NA
"785","10:13879944|13886959",NA,NA,"1.000"
"786","10:14559807|14563452",NA,NA,"3.000"
"787","10:16713465|16713651",NA,NA,"1.000"
"788","10:17965195|17972084",NA,"1.000","5.000"
"789","10:17968592|17970656","2.000",NA,NA
"790","10:17991463|17996966",NA,"1.000",NA
"791","10:17995912|17996966","2.000",NA,NA
"792","10:18348666|18373905",NA,NA,"1.000"
"793","10:19760523|19770548",NA,"1.000",NA
"794","10:19932220|19934836",NA,"3.000",NA
"795","10:19943574|19958214","5.000","5.000","6.000"
"796","10:19970107|19975943","3.000",NA,NA
"797","10:19975250|19975943",NA,"1.000",NA
"798","10:19993890|19994329",NA,NA,"3.000"
"799","10:20003397|20012752","2.000",NA,NA
"800","10:20106529|20122461","1.000",NA,"4.000"
"801","10:20109114|20122461","1.000",NA,NA
"802","10:20121015|20122461",NA,NA,"2.000"
"803","10:20121015|20126226","2.000",NA,"1.000"
"804","10:20121015|20133075",NA,"2.000",NA
"805","10:20201404|20201845",NA,NA,"1.000"
"806","10:20207831|20208303",NA,"1.000",NA
"807","10:20499090|20499280",NA,NA,"2.000"
"808","10:20855278|20864583",NA,NA,"1.000"
"809","10:21180428|21184992","1.000",NA,NA
"810","10:21180428|21212974",NA,NA,"1.000"
"811","10:22581591|22587990","4.000",NA,NA
"812","10:23674643|23681938",NA,NA,"4.000"
"813","10:23679655|23681938",NA,"4.000",NA
"814","10:23692190|23698916",NA,NA,"3.000"
"815","10:24660687|24663795","1.000","1.000",NA
"816","10:24683343|24702196",NA,NA,"2.000"
"817","10:24696469|24707704",NA,NA,"1.000"
"818","10:25096508|25165628","3.000",NA,"3.000"
"819","10:25143205|25147539",NA,NA,"2.000"
"820","10:25143205|25165628",NA,NA,"2.000"
"821","10:25317470|25319852",NA,NA,"3.000"
"822","10:25354906|25364991","1.000",NA,NA
"823","10:26189744|26194351",NA,"1.000",NA
"824","10:26721927|26736728","3.000",NA,NA
"825","10:28139496|28139768",NA,"1.000",NA
"826","10:28230600|28259720",NA,NA,"1.000"
"827","10:28259426|28259720",NA,"2.000",NA
"828","10:28341753|28342056",NA,NA,"1.000"
"829","10:28427613|28436161",NA,NA,"2.000"
"830","10:28445892|28451702","2.000","8.000","1.000"
"831","10:30442421|30467098",NA,"1.000",NA
"832","10:30466020|30467098","4.000",NA,NA
"833","10:31075046|31075245","2.000",NA,NA
"834","10:31233867|31255326",NA,NA,"1.000"
"835","10:33816153|33824041","4.000",NA,NA
"836","10:33884988|33888133","3.000",NA,"9.000"
"837","10:34459893|34467966","3.000",NA,NA
"838","10:37917460|37917616","3.000",NA,NA
"839","10:38948710|38951523",NA,NA,"2.000"
"840","10:39510530|39515394",NA,"2.000",NA
"841","10:39515215|39517390",NA,"1.000","3.000"
"842","10:39618686|39675973",NA,NA,"2.000"
"843","10:39618686|39690086",NA,NA,"1.000"
"844","10:39952559|39956803",NA,NA,"2.000"
"845","10:40127151|40130460","1.000",NA,"1.000"
"846","10:40130259|40130460","8.000",NA,"1.000"
"847","10:40249858|40284362","4.000",NA,NA
"848","10:40251177|40270396",NA,"1.000",NA
"849","10:40270320|40284362","6.000","1.000","2.000"
"850","10:40270320|40312208","2.000",NA,NA
"851","10:40310299|40312208","2.000",NA,"2.000"
"852","10:40523469|40550795",NA,"1.000","12.000"
"853","10:41130839|41134144",NA,NA,"1.000"
"854","10:41370514|41374546",NA,NA,"1.000"
"855","10:41370514|41383555",NA,NA,"1.000"
"856","10:41374357|41383555",NA,NA,"1.000"
"857","10:41397913|41400141",NA,NA,"3.000"
"858","10:41616835|41621917",NA,NA,"4.000"
"859","10:41770037|41772201",NA,"1.000",NA
"860","10:42072461|42073897","1.000",NA,NA
"861","10:42236160|42302583",NA,"2.000",NA
"862","10:42276336|42302583","2.000",NA,"1.000"
"863","10:42330302|42330526",NA,NA,"3.000"
"864","10:42659437|42667287","9.000","2.000","6.000"
"865","10:42659437|42672260",NA,NA,"2.000"
"866","10:42665295|42667287",NA,NA,"1.000"
"867","10:42665295|42673729","5.000","1.000","3.000"
"868","10:42670770|42674851","1.000",NA,NA
"869","10:42674742|42682667",NA,NA,"2.000"
"870","10:42691050|42699975",NA,NA,"1.000"
"871","10:42692363|42705035","3.000",NA,NA
"872","10:43269866|43271688","2.000","4.000","3.000"
"873","10:43269866|43289543","1.000",NA,"6.000"
"874","10:43459994|43460129","1.000",NA,NA
"875","10:4363308|4377691",NA,NA,"6.000"
"876","10:43783754|43822677",NA,NA,"4.000"
"877","10:43797382|43812087","1.000","1.000","1.000"
"878","10:43840573|43842409","5.000","1.000",NA
"879","10:43843460|43850016","4.000",NA,"1.000"
"880","10:43851022|43868701",NA,"1.000",NA
"881","10:43862246|43875343",NA,NA,"3.000"
"882","10:43865089|43868701",NA,"3.000","6.000"
"883","10:44179562|44195550",NA,"1.000",NA
"884","10:45464475|45494725","1.000",NA,"2.000"
"885","10:45524686|45528834",NA,NA,"3.000"
"886","10:50493807|50494367","2.000",NA,NA
"887","10:50493807|50511197","1.000",NA,NA
"888","10:50514003|50536822",NA,NA,"1.000"
"889","10:50592580|50596806","6.000",NA,NA
"890","10:50624559|50643603",NA,NA,"1.000"
"891","10:50624901|50630218","1.000",NA,NA
"892","10:50624901|50643603","8.000","2.000","29.000"
"893","10:50643186|50643603",NA,"1.000","1.000"
"894","10:52137822|52167019",NA,NA,"1.000"
"895","10:52160198|52167019","2.000","2.000","8.000"
"896","10:52305288|52312759","15.000",NA,"8.000"
"897","10:52420702|52421363","5.000",NA,"42.000"
"898","10:53439378|53464921",NA,NA,"1.000"
"899","10:53487447|53492148","8.000",NA,NA
"900","10:55903994|55916375",NA,NA,"3.000"
"901","10:55999606|56027949",NA,NA,"5.000"
"902","10:58122963|58130727",NA,NA,"1.000"
"903","10:58128386|58130727","1.000",NA,NA
"904","10:58130532|58132061",NA,NA,"1.000"
"905","10:58248224|58252504",NA,"2.000",NA
"906","10:58299904|58300350",NA,NA,"2.000"
"907","10:58302936|58303295",NA,"1.000",NA
"908","10:58320263|58321703",NA,"1.000",NA
"909","10:58324394|58326577",NA,NA,"3.000"
"910","10:59027987|59028637","2.000",NA,NA
"911","10:59197682|59203176",NA,"2.000",NA
"912","10:59785678|59786816","5.000",NA,NA
"913","10:59877942|59900230",NA,NA,"3.000"
"914","10:60080616|60080797",NA,NA,"1.000"
"915","10:60559542|60566431","7.000",NA,NA
"916","10:60941200|60948069",NA,NA,"2.000"
"917","10:61030823|61031012","2.000",NA,NA
"918","10:61174977|61179535",NA,"1.000",NA
"919","10:61174977|61188814",NA,NA,"4.000"
"920","10:61362838|61383994","2.000",NA,"7.000"
"921","10:61496690|61501245",NA,"2.000","1.000"
"922","10:61501118|61508212",NA,NA,"1.000"
"923","10:62110225|62122431",NA,NA,"1.000"
"924","10:62273212|62277025","10.000",NA,"16.000"
"925","10:62276913|62283552",NA,NA,"1.000"
"926","10:62304068|62316486","4.000",NA,NA
"927","10:62306838|62322504",NA,"1.000",NA
"928","10:62582679|62583243","2.000",NA,NA
"929","10:62582679|62586795",NA,NA,"1.000"
"930","10:62586325|62586795","2.000","2.000","1.000"
"931","10:62595872|62596058","1.000",NA,NA
"932","10:62595872|62602561",NA,"2.000",NA
"933","10:62599218|62602561","2.000",NA,NA
"934","10:62606633|62607844",NA,"7.000","21.000"
"935","10:62612346|62612742","1.000","3.000","12.000"
"936","10:62842403|62847622","1.000",NA,NA
"937","10:62851580|62851954",NA,"1.000",NA
"938","10:62851580|62855306",NA,"2.000",NA
"939","10:62851858|62853389","1.000",NA,NA
"940","10:63118959|63126455",NA,NA,"3.000"
"941","10:63123297|63123788",NA,"3.000",NA
"942","10:63124806|63143688",NA,NA,"1.000"
"943","10:63126282|63135018","5.000","1.000",NA
"944","10:63142126|63147693",NA,NA,"4.000"
"945","10:63167523|63171656","2.000",NA,NA
"946","10:66857527|66875356",NA,NA,"2.000"
"947","10:66870377|66875356",NA,NA,"3.000"
"948","10:66871663|66875356","1.000",NA,NA
"949","10:66993685|66999619","1.000",NA,NA
"950","10:66993685|67025628","17.000","12.000","32.000"
"951","10:66993685|67051154",NA,NA,"1.000"
"952","10:67081284|67083929",NA,"1.000",NA
"953","10:67962528|67970936",NA,NA,"4.000"
"954","10:68021855|68079059","16.000",NA,"4.000"
"955","10:68072176|68079059","2.000",NA,NA
"956","10:6850569|6870086",NA,NA,"3.000"
"957","10:68584205|68587158","2.000",NA,NA
"958","10:6869713|6906132",NA,NA,"3.000"
"959","10:6885186|6906132",NA,NA,"1.000"
"960","10:69084600|69085558",NA,NA,"1.000"
"961","10:69756267|69768326","7.000","2.000","9.000"
"962","10:69932760|69932950",NA,NA,"2.000"
"963","10:69978408|69978558",NA,NA,"2.000"
"964","10:69978408|69990666","23.000","22.000","7.000"
"965","10:69978408|70010997","5.000",NA,NA
"966","10:69978412|70010997",NA,NA,"1.000"
"967","10:69990537|70005082",NA,NA,"6.000"
"968","10:69990537|70010997",NA,"3.000",NA
"969","10:70002831|70010997","4.000",NA,NA
"970","10:70091789|70110851","1.000",NA,NA
"971","10:7102863|7104485","22.000","3.000","7.000"
"972","10:7102863|7110807","1.000","1.000","6.000"
"973","10:71069186|71071443",NA,NA,"3.000"
"974","10:71199279|71208710",NA,NA,"3.000"
"975","10:74966852|74967516","2.000","1.000",NA
"976","10:75001876|75011168",NA,"1.000",NA
"977","10:75080912|75097791",NA,"1.000",NA
"978","10:75097627|75103423","2.000",NA,NA
"979","10:75109850|75115795","36.000","8.000","43.000"
"980","10:75112604|75115795",NA,NA,"1.000"
"981","10:7515808|7516579",NA,NA,"1.000"
"982","10:7515808|7524919",NA,NA,"3.000"
"983","10:7520088|7524919",NA,NA,"4.000"
"984","10:75388319|75388828",NA,NA,"1.000"
"985","10:75409444|75410230","6.000","2.000","4.000"
"986","10:75520125|75530880",NA,"3.000",NA
"987","10:75520125|75535929","11.000","2.000","21.000"
"988","10:75530548|75535929",NA,NA,"14.000"
"989","10:75553271|75557373",NA,NA,"1.000"
"990","10:75581062|75583809",NA,NA,"3.000"
"991","10:75612577|75614022","1.000",NA,NA
"992","10:7567098|7573413","7.000",NA,NA
"993","10:75740217|75747490",NA,NA,"3.000"
"994","10:75750897|75752745",NA,NA,"2.000"
"995","10:7577373|7578884",NA,NA,"3.000"
"996","10:76043487|76044396","1.000",NA,NA
"997","10:76053147|76056996","3.000",NA,NA
"998","10:76053147|76058444",NA,NA,"4.000"
"999","10:76061121|76062149",NA,"1.000",NA
"1000","10:76128212|76131994",NA,"1.000",NA
"1001","10:76153700|76155420",NA,NA,"1.000"
"1002","10:76203141|76205913",NA,NA,"5.000"
"1003","10:76268837|76273050",NA,NA,"6.000"
"1004","10:76346853|76348402","2.000",NA,"2.000"
"1005","10:7680719|7690575","3.000","1.000",NA
"1006","10:7680719|7691958","2.000",NA,NA
"1007","10:7686125|7690575",NA,NA,"2.000"
"1008","10:77831077|77833453",NA,"2.000","1.000"
