"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100288339|100300837","2.000",NA,NA
"474","scaffold0001:1884506|1906154",NA,NA,"2.000"
"475","scaffold0001:1884506|1912693",NA,NA,"3.000"
"476","scaffold0001:18857975|18872696","2.000",NA,NA
"477","scaffold0001:18868528|18877294","1.000",NA,NA
"478","scaffold0001:1895907|1912693","2.000",NA,"2.000"
"479","scaffold0001:1895907|1920378","3.000",NA,NA
"480","scaffold0001:1895907|1964823",NA,"4.000",NA
"481","scaffold0001:1912578|1916246",NA,NA,"1.000"
"482","scaffold0001:1912578|1920378","14.000","20.000","3.000"
"483","scaffold0001:1912578|1964823","3.000",NA,"1.000"
"484","scaffold0001:1914983|1920378",NA,"16.000",NA
"485","scaffold0001:1920307|1964823","2.000",NA,NA
"486","scaffold0001:19245383|19272684",NA,NA,"4.000"
"487","scaffold0001:19262535|19276431",NA,NA,"2.000"
"488","scaffold0001:19264446|19272684","8.000",NA,"9.000"
"489","scaffold0001:19264446|19278403","24.000","27.000","10.000"
"490","scaffold0001:19286422|19292003",NA,NA,"2.000"
"491","scaffold0001:19325737|19326517","7.000",NA,NA
"492","scaffold0001:19342648|19343740","1.000",NA,NA
"493","scaffold0001:19431743|19436977","10.000",NA,NA
"494","scaffold0001:19481723|19488131",NA,NA,"3.000"
"495","scaffold0001:19494938|19497137",NA,"12.000",NA
"496","scaffold0001:19529397|19534320","19.000","5.000","1.000"
"497","scaffold0001:19600577|19611844","2.000",NA,NA
"498","scaffold0001:19610426|19611844","7.000",NA,NA
"499","scaffold0001:1961449|1964823","203.000","124.000","123.000"
"500","scaffold0001:19830012|19832324",NA,NA,"3.000"
"501","scaffold0001:19839643|19844216","3.000",NA,"5.000"
"502","scaffold0001:19839643|19850691",NA,"5.000",NA
"503","scaffold0001:19863034|19865539","2.000",NA,"4.000"
"504","scaffold0001:19942710|19942918","2.000",NA,NA
"505","scaffold0001:19942710|19947462","10.000",NA,"9.000"
"506","scaffold0001:19957165|19963191","3.000",NA,NA
"507","scaffold0001:19969031|19972998","3.000",NA,NA
"508","scaffold0001:19969031|19974470",NA,NA,"2.000"
"509","scaffold0001:20043774|20056029",NA,NA,"1.000"
"510","scaffold0001:20055845|20072807","7.000",NA,NA
"511","scaffold0001:20066815|20087484",NA,NA,"2.000"
"512","scaffold0001:20066815|20090155","2.000",NA,NA
"513","scaffold0001:2007169|2009324","6.000","232.000","258.000"
"514","scaffold0001:2007169|2012193",NA,NA,"6.000"
"515","scaffold0001:2007169|2013586","6.000",NA,NA
"516","scaffold0001:2007169|2016763","2.000",NA,NA
"517","scaffold0001:2007169|2021932",NA,"8.000",NA
"518","scaffold0001:20072719|20090307","2.000",NA,NA
"519","scaffold0001:2012047|2016763","25.000","133.000","84.000"
"520","scaffold0001:2012047|2018057",NA,"2.000",NA
"521","scaffold0001:2012047|2020839",NA,"9.000",NA
"522","scaffold0001:20125628|20128987","10.000",NA,NA
"523","scaffold0001:20125628|20144638","6.000",NA,NA
"524","scaffold0001:2013440|2016763","6.000",NA,NA
"525","scaffold0001:2013440|2020839","6.000",NA,NA
"526","scaffold0001:2019834|2020839",NA,"7.000",NA
"527","scaffold0001:2031187|2032123","5.000",NA,NA
"528","scaffold0001:2033598|2042575","1.000",NA,NA
"529","scaffold0001:2039157|2040969",NA,"1.000",NA
"530","scaffold0001:2060568|2064719","46.000","18.000","28.000"
"531","scaffold0001:20843984|20851767","4.000",NA,NA
"532","scaffold0001:20843984|20867299","3.000",NA,NA
"533","scaffold0001:20843984|20867322","3.000",NA,NA
"534","scaffold0001:20970221|20971844",NA,"7.000",NA
"535","scaffold0001:20990340|20991777",NA,NA,"4.000"
"536","scaffold0001:21096055|21101758",NA,NA,"3.000"
"537","scaffold0001:21180074|21190496","3.000",NA,NA
"538","scaffold0001:21275686|21275927","6.000",NA,NA
"539","scaffold0001:21276446|21278398","1.000",NA,NA
"540","scaffold0001:21324587|21325038","6.000",NA,NA
"541","scaffold0001:21369770|21371569","6.000","8.000",NA
"542","scaffold0001:21379368|21384562",NA,"5.000",NA
"543","scaffold0001:21383352|21384562","2.000",NA,"2.000"
"544","scaffold0001:21384079|21384562","2.000",NA,NA
"545","scaffold0001:21410000|21410540",NA,"1.000",NA
"546","scaffold0001:21410000|21410584","39.000","12.000","19.000"
"547","scaffold0001:21413604|21417101",NA,NA,"3.000"
"548","scaffold0001:21424171|21424532","2.000","4.000",NA
"549","scaffold0001:21424171|21426226",NA,"3.000","1.000"
"550","scaffold0001:21464915|21465303","123.000","56.000","55.000"
"551","scaffold0001:21465904|21467141","6.000",NA,"3.000"
"552","scaffold0001:21477882|21478723","5.000",NA,NA
"553","scaffold0001:21482397|21482639","4.000",NA,NA
"554","scaffold0001:21511084|21511392","11.000",NA,"2.000"
"555","scaffold0001:21511754|21512273",NA,"5.000",NA
"556","scaffold0001:21531001|21534416","1.000",NA,NA
"557","scaffold0001:21585477|21585660",NA,"4.000",NA
"558","scaffold0001:21630332|21630730","1.000",NA,NA
"559","scaffold0001:21666224|21666523","1.000",NA,NA
"560","scaffold0001:21708636|21708882","12.000",NA,NA
"561","scaffold0001:21710996|21711875",NA,NA,"2.000"
"562","scaffold0001:21719476|21719628","5.000",NA,NA
"563","scaffold0001:21746605|21746996","2.000",NA,NA
"564","scaffold0001:21758680|21758972","3.000",NA,NA
"565","scaffold0001:21767571|21767964",NA,NA,"4.000"
"566","scaffold0001:21803446|21803669","8.000",NA,NA
"567","scaffold0001:21818523|21818713","2.000",NA,NA
"568","scaffold0001:21819802|21820217",NA,"3.000",NA
"569","scaffold0001:21829958|21830232",NA,NA,"3.000"
"570","scaffold0001:21830473|21831194","2.000",NA,NA
"571","scaffold0001:21831559|21832885","1.000",NA,NA
"572","scaffold0001:21832708|21833907",NA,NA,"4.000"
"573","scaffold0001:21896338|21896692",NA,"1.000",NA
"574","scaffold0001:2194437|2195076","2.000",NA,"7.000"
"575","scaffold0001:2194437|2206111",NA,NA,"2.000"
"576","scaffold0001:2194437|2211605","23.000","3.000","3.000"
"577","scaffold0001:2194637|2195076","6.000",NA,NA
"578","scaffold0001:22012776|22013549",NA,NA,"4.000"
"579","scaffold0001:2205888|2211605","63.000","22.000","49.000"
"580","scaffold0001:2205888|2230643","3.000",NA,NA
"581","scaffold0001:2205888|2236596",NA,"4.000",NA
"582","scaffold0001:2226177|2230643","9.000","10.000",NA
"583","scaffold0001:22330661|22337233",NA,NA,"2.000"
"584","scaffold0001:2234640|2236596","1.000",NA,NA
"585","scaffold0001:2234640|2241530","9.000",NA,NA
"586","scaffold0001:22422663|22423952","12.000","14.000","1.000"
"587","scaffold0001:22422663|22438667","1.000","4.000",NA
"588","scaffold0001:2251650|2255075",NA,NA,"2.000"
"589","scaffold0001:22516751|22516950","17.000","18.000","10.000"
"590","scaffold0001:22614803|22615598","2.000",NA,NA
"591","scaffold0001:22614803|22619229","1.000",NA,NA
"592","scaffold0001:22618608|22619229","39.000","13.000","42.000"
"593","scaffold0001:22618608|22620886","8.000","22.000",NA
"594","scaffold0001:2270243|2271618","4.000",NA,"17.000"
"595","scaffold0001:2271517|2276428",NA,NA,"2.000"
"596","scaffold0001:2279084|2284606","8.000",NA,"1.000"
"597","scaffold0001:2280206|2281081",NA,NA,"1.000"
"598","scaffold0001:22892035|22892889",NA,"5.000",NA
"599","scaffold0001:22941843|22952278",NA,NA,"1.000"
"600","scaffold0001:23063850|23067990","1.000",NA,NA
"601","scaffold0001:23160272|23173510","1.000",NA,NA
"602","scaffold0001:23205055|23214008",NA,NA,"2.000"
"603","scaffold0001:2322300|2325138",NA,NA,"4.000"
"604","scaffold0001:2327251|2332676","6.000",NA,NA
"605","scaffold0001:2332502|2335917","4.000",NA,NA
"606","scaffold0001:2335155|2335917",NA,NA,"4.000"
"607","scaffold0001:234427|238553",NA,NA,"1.000"
"608","scaffold0001:23503812|23505543","1.000",NA,NA
"609","scaffold0001:236851|242323","1.000",NA,NA
"610","scaffold0001:2368944|2369392",NA,NA,"3.000"
"611","scaffold0001:23691718|23692103","1.000",NA,NA
"612","scaffold0001:23713682|23717250","20.000","24.000","6.000"
"613","scaffold0001:23747037|23751172","3.000",NA,NA
"614","scaffold0001:23749620|23751172","69.000","2.000","24.000"
"615","scaffold0001:2375744|2377094","49.000","6.000","5.000"
"616","scaffold0001:2375744|2379705",NA,"1.000",NA
"617","scaffold0001:2375744|2385665",NA,"1.000",NA
"618","scaffold0001:2376955|2413467","5.000",NA,NA
"619","scaffold0001:2379544|2385665","4.000",NA,NA
"620","scaffold0001:23887894|23891324","1.000",NA,NA
"621","scaffold0001:239454|239871",NA,"16.000",NA
"622","scaffold0001:239666|239871",NA,NA,"2.000"
"623","scaffold0001:23968546|23988113","6.000",NA,NA
"624","scaffold0001:24200603|24201743","24.000","1.000","6.000"
"625","scaffold0001:242150|242323","4.000",NA,NA
"626","scaffold0001:242550|242746","5.000",NA,NA
"627","scaffold0001:24303511|24308468",NA,"8.000",NA
"628","scaffold0001:24306507|24308468","6.000",NA,NA
"629","scaffold0001:24306507|24311296","1.000",NA,NA
"630","scaffold0001:24306507|24312374","21.000","11.000","11.000"
"631","scaffold0001:243844|244292",NA,NA,"5.000"
"632","scaffold0001:2441515|2446664",NA,NA,"1.000"
"633","scaffold0001:2446581|2447134","3.000",NA,NA
"634","scaffold0001:244707|247572",NA,NA,"5.000"
"635","scaffold0001:247592|247830","3.000",NA,NA
"636","scaffold0001:24796322|24796582",NA,"5.000",NA
"637","scaffold0001:24833926|24947738","2.000",NA,"5.000"
"638","scaffold0001:249229|249559",NA,NA,"3.000"
"639","scaffold0001:24947573|24960283","12.000","1.000",NA
"640","scaffold0001:24972709|24973252","9.000","24.000","3.000"
"641","scaffold0001:24972709|24988447","2.000",NA,NA
"642","scaffold0001:24986148|24988447","32.000","5.000","14.000"
"643","scaffold0001:25139605|25142116","4.000",NA,NA
"644","scaffold0001:25147304|25149015","2.000","4.000",NA
"645","scaffold0001:25147304|25151488","3.000",NA,NA
"646","scaffold0001:25151278|25151488","4.000",NA,NA
"647","scaffold0001:25169981|25170208","18.000","10.000",NA
"648","scaffold0001:25194925|25201368","29.000","7.000","3.000"
"649","scaffold0001:25213284|25213482","11.000","7.000",NA
"650","scaffold0001:25242568|25242962","174.000","71.000","41.000"
"651","scaffold0001:25315508|25315762",NA,NA,"3.000"
"652","scaffold0001:25317911|25357857","6.000",NA,"1.000"
"653","scaffold0001:25317911|25384498","3.000",NA,NA
"654","scaffold0001:25357699|25364144","3.000",NA,NA
"655","scaffold0001:25384016|25384231",NA,"2.000",NA
"656","scaffold0001:25397442|25398327","3.000",NA,NA
"657","scaffold0001:25426739|25431870","7.000",NA,NA
"658","scaffold0001:25430182|25431625",NA,"2.000",NA
"659","scaffold0001:25430182|25431870","10.000",NA,NA
"660","scaffold0001:25510393|25511959","33.000","1.000",NA
"661","scaffold0001:25706195|25707632","2.000","4.000",NA
"662","scaffold0001:257436|259830",NA,"8.000",NA
"663","scaffold0001:25834982|25838982",NA,NA,"4.000"
"664","scaffold0001:25844946|25845620","3.000",NA,NA
"665","scaffold0001:25845478|25849874","3.000",NA,NA
"666","scaffold0001:25870351|25881675",NA,NA,"3.000"
"667","scaffold0001:25905580|25922075",NA,"4.000",NA
"668","scaffold0001:259667|264227",NA,"1.000",NA
"669","scaffold0001:262458|274972","1.000",NA,NA
"670","scaffold0001:2635587|2635772","9.000",NA,NA
"671","scaffold0001:264141|267208","11.000",NA,NA
"672","scaffold0001:26464907|26465506",NA,"3.000",NA
"673","scaffold0001:2652921|2667770","4.000",NA,"3.000"
"674","scaffold0001:265467|267208","4.000",NA,"1.000"
"675","scaffold0001:265467|267826",NA,NA,"8.000"
"676","scaffold0001:265467|272027",NA,"4.000",NA
"677","scaffold0001:267143|267826",NA,NA,"7.000"
"678","scaffold0001:267143|272027","2.000",NA,"7.000"
"679","scaffold0001:26745308|26745499",NA,NA,"1.000"
"680","scaffold0001:26745308|26760921",NA,NA,"3.000"
"681","scaffold0001:267622|272027","6.000","8.000","8.000"
"682","scaffold0001:26840753|26844984",NA,NA,"2.000"
"683","scaffold0001:26840753|26848598","1.000",NA,NA
"684","scaffold0001:26840753|26865694",NA,NA,"1.000"
"685","scaffold0001:26848549|26865694","2.000",NA,NA
"686","scaffold0001:26865336|26865694","98.000","104.000","29.000"
"687","scaffold0001:2687088|2706533","1.000",NA,NA
"688","scaffold0001:2694616|2745133",NA,"1.000",NA
"689","scaffold0001:2695631|2696150",NA,NA,"2.000"
"690","scaffold0001:2695980|2696150","3.000",NA,NA
"691","scaffold0001:2695980|2698184",NA,NA,"10.000"
"692","scaffold0001:2695980|2706533","19.000","4.000","4.000"
"693","scaffold0001:2695980|2714159","5.000",NA,NA
"694","scaffold0001:2695980|2729068",NA,"3.000","3.000"
"695","scaffold0001:2695980|2730778","2.000",NA,NA
"696","scaffold0001:2695980|2745129","1.000",NA,NA
"697","scaffold0001:2695980|2745133","7.000","4.000","8.000"
"698","scaffold0001:2698075|2706533","22.000","24.000","25.000"
"699","scaffold0001:26991422|26995047","1.000",NA,NA
"700","scaffold0001:27002178|27005228","11.000",NA,"2.000"
"701","scaffold0001:27002178|27038111",NA,NA,"1.000"
"702","scaffold0001:27027396|27028756","8.000",NA,"2.000"
"703","scaffold0001:27031925|27032573",NA,NA,"7.000"
"704","scaffold0001:27031925|27056102",NA,NA,"5.000"
"705","scaffold0001:27032331|27038111",NA,"12.000",NA
"706","scaffold0001:27038049|27051080","18.000",NA,"9.000"
"707","scaffold0001:27044232|27048631","4.000","9.000","2.000"
"708","scaffold0001:27044232|27051080","31.000","32.000","12.000"
"709","scaffold0001:27048451|27051080","12.000","1.000","3.000"
"710","scaffold0001:27050967|27056102","1.000",NA,NA
"711","scaffold0001:2705474|2706533","10.000","11.000","8.000"
"712","scaffold0001:2705474|2729068",NA,NA,"2.000"
"713","scaffold0001:2706367|2714159","3.000",NA,NA
"714","scaffold0001:2706367|2726468","5.000",NA,"1.000"
"715","scaffold0001:2706367|2729068","140.000","53.000","39.000"
"716","scaffold0001:2706367|2743479",NA,NA,"3.000"
"717","scaffold0001:2706367|2745133","9.000",NA,"4.000"
"718","scaffold0001:27063775|27067831","3.000",NA,NA
"719","scaffold0001:27087171|27095176","3.000",NA,"2.000"
"720","scaffold0001:27087171|27103675","5.000",NA,NA
"721","scaffold0001:27087821|27103675","1.000",NA,NA
"722","scaffold0001:27089626|27095176","1.000",NA,NA
"723","scaffold0001:27093620|27095176","56.000","45.000","1.000"
"724","scaffold0001:2714078|2729068","10.000",NA,"4.000"
"725","scaffold0001:2714078|2745105",NA,NA,"1.000"
"726","scaffold0001:2714078|2745133","20.000","4.000","6.000"
"727","scaffold0001:271874|275445",NA,NA,"11.000"
"728","scaffold0001:271874|277076",NA,NA,"2.000"
"729","scaffold0001:271874|283509","9.000",NA,NA
"730","scaffold0001:271874|283531",NA,"3.000",NA
"731","scaffold0001:2726309|2729068","80.000","45.000","39.000"
"732","scaffold0001:2726309|2730693","1.000",NA,NA
"733","scaffold0001:2726309|2745133","53.000","8.000","20.000"
"734","scaffold0001:2728971|2745133","30.000",NA,"4.000"
"735","scaffold0001:2743396|2745129",NA,"7.000","6.000"
"736","scaffold0001:2743396|2745133","460.000","333.000","370.000"
"737","scaffold0001:2743396|2747116",NA,NA,"5.000"
"738","scaffold0001:2743396|2760515","8.000","9.000",NA
"739","scaffold0001:274858|277076","1492.000","1159.000","704.000"
"740","scaffold0001:274858|278776",NA,"8.000",NA
"741","scaffold0001:274858|301795",NA,NA,"2.000"
"742","scaffold0001:277010|289797",NA,NA,"3.000"
"743","scaffold0001:27925081|27929822","8.000",NA,NA
"744","scaffold0001:28012432|28029491",NA,NA,"3.000"
"745","scaffold0001:28182235|28185410",NA,NA,"1.000"
"746","scaffold0001:28201369|28244915",NA,NA,"5.000"
"747","scaffold0001:28224621|28229549","12.000","38.000","16.000"
"748","scaffold0001:28224621|28235916","3.000",NA,NA
"749","scaffold0001:28224621|28244915","30.000","13.000","1.000"
"750","scaffold0001:28235795|28244915","5.000",NA,NA
"751","scaffold0001:2827773|2834570","5.000","5.000",NA
"752","scaffold0001:2832735|2834570","99.000","39.000",NA
"753","scaffold0001:283322|289797",NA,"2.000","4.000"
"754","scaffold0001:283322|301795","8.000",NA,NA
"755","scaffold0001:2839431|2842947","4.000",NA,NA
"756","scaffold0001:2842887|2851167","3.000",NA,NA
"757","scaffold0001:2846870|2851167","3.000",NA,NA
"758","scaffold0001:28569499|28571940","2.000",NA,NA
"759","scaffold0001:289554|289797","4.000",NA,"2.000"
"760","scaffold0001:289554|301795","1.000","3.000","19.000"
"761","scaffold0001:29570306|29570449","2.000",NA,NA
"762","scaffold0001:2968063|2975874","1.000","6.000","3.000"
"763","scaffold0001:2974869|2975874","4.000","21.000",NA
"764","scaffold0001:29770369|29772782","9.000","2.000",NA
"765","scaffold0001:29874611|29914972",NA,"1.000",NA
"766","scaffold0001:300873|301795",NA,NA,"1.000"
"767","scaffold0001:3042198|3043619","2.000",NA,NA
"768","scaffold0001:30514237|30514702","10.000","9.000",NA
"769","scaffold0001:30519534|30520000","1.000",NA,NA
"770","scaffold0001:30519534|30523297",NA,"4.000",NA
"771","scaffold0001:30549768|30556104","1.000","9.000",NA
"772","scaffold0001:30549768|30563132","4.000",NA,NA
"773","scaffold0001:30568544|30573411","1.000",NA,NA
"774","scaffold0001:30638630|30675561",NA,NA,"1.000"
"775","scaffold0001:30647175|30648670",NA,NA,"3.000"
"776","scaffold0001:30647175|30656800","48.000","33.000","16.000"
"777","scaffold0001:30647175|30675561","1.000",NA,NA
"778","scaffold0001:30647175|30682016","5.000",NA,NA
"779","scaffold0001:30647175|30684475",NA,NA,"6.000"
"780","scaffold0001:3065432|3072505",NA,NA,"2.000"
"781","scaffold0001:30656692|30675561","15.000",NA,"2.000"
"782","scaffold0001:30656692|30682016","2.000",NA,"3.000"
"783","scaffold0001:30656692|30684475","2.000",NA,NA
"784","scaffold0001:30671701|30684475",NA,"8.000",NA
"785","scaffold0001:3070312|3072505","20.000","29.000","4.000"
"786","scaffold0001:3080205|3084556","2.000",NA,NA
"787","scaffold0001:30805143|30818685",NA,NA,"8.000"
"788","scaffold0001:30818564|30869971",NA,"4.000",NA
"789","scaffold0001:31150100|31168643","1.000",NA,NA
"790","scaffold0001:31578361|31587772",NA,"1.000",NA
"791","scaffold0001:31772054|31781986",NA,NA,"1.000"
"792","scaffold0001:32008738|32018576","5.000",NA,NA
"793","scaffold0001:32189379|32199679","2.000",NA,NA
"794","scaffold0001:3219581|3219777",NA,NA,"2.000"
"795","scaffold0001:32306340|32306779","1.000","11.000",NA
"796","scaffold0001:32306340|32313279",NA,"11.000",NA
"797","scaffold0001:3235362|3235963",NA,NA,"2.000"
"798","scaffold0001:32372108|32410042","1.000",NA,NA
"799","scaffold0001:32403974|32410042",NA,"4.000",NA
"800","scaffold0001:32403974|32437962","1.000",NA,"2.000"
"801","scaffold0001:32530281|32538016","2.000","10.000","3.000"
"802","scaffold0001:32530281|32541659","2.000",NA,NA
"803","scaffold0001:32533351|32552088","7.000",NA,NA
