"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100323660|100333636",2,NA,8
"551","scaffold0001:3811972|3846770",2,NA,NA
"552","scaffold0001:38299235|38316982",NA,1,5
"553","scaffold0001:38398999|38417425",NA,4,NA
"554","scaffold0001:38928907|38929111",2,NA,NA
"555","scaffold0001:38956161|38962664",7,5,NA
"556","scaffold0001:38958742|38962664",NA,NA,11
"557","scaffold0001:39071548|39082053",NA,NA,1
"558","scaffold0001:39079680|39082053",2,3,11
"559","scaffold0001:39079680|39083672",37,23,32
"560","scaffold0001:390886|391212",5,NA,NA
"561","scaffold0001:39171958|39172388",3,NA,NA
"562","scaffold0001:39172388|39199101",NA,2,NA
"563","scaffold0001:39180468|39182527",2,NA,NA
"564","scaffold0001:39180468|39186023",NA,NA,2
"565","scaffold0001:39180468|39205013",NA,NA,4
"566","scaffold0001:39193070|39200752",NA,8,29
"567","scaffold0001:39193070|39205013",5,NA,2
"568","scaffold0001:39197995|39199101",16,12,6
"569","scaffold0001:39197995|39200752",83,156,46
"570","scaffold0001:39197995|39216992",NA,18,6
"571","scaffold0001:39198948|39200752",NA,1,NA
"572","scaffold0001:39200620|39205013",2,NA,3
"573","scaffold0001:39212200|39216992",17,NA,4
"574","scaffold0001:39245839|39246506",29,31,28
"575","scaffold0001:39245839|39255933",7,NA,9
"576","scaffold0001:39410523|39417528",4,1,NA
"577","scaffold0001:39415315|39430838",NA,NA,10
"578","scaffold0001:40069996|40076887",NA,NA,1
"579","scaffold0001:40147068|40149435",1,5,2
"580","scaffold0001:40222635|40248772",4,NA,NA
"581","scaffold0001:40248594|40258244",NA,6,NA
"582","scaffold0001:40258036|40266435",1,NA,NA
"583","scaffold0001:40258036|40276331",10,NA,NA
"584","scaffold0001:403501|403713",2,NA,NA
"585","scaffold0001:403501|404372",9,NA,12
"586","scaffold0001:40615155|40615513",NA,NA,1
"587","scaffold0001:41177222|41202557",2,NA,NA
"588","scaffold0001:41193262|41202557",20,NA,NA
"589","scaffold0001:41193262|41225321",NA,3,NA
"590","scaffold0001:41652526|41658498",4,NA,NA
"591","scaffold0001:41692851|41693387",4,NA,NA
"592","scaffold0001:42108086|42113371",4,8,3
"593","scaffold0001:422293|422753",5,NA,NA
"594","scaffold0001:42262114|42283442",24,15,48
"595","scaffold0001:42453254|42460594",1,NA,NA
"596","scaffold0001:42462268|42484223",3,NA,NA
"597","scaffold0001:42511773|42513293",NA,NA,4
"598","scaffold0001:42513293|42513653",2,NA,NA
"599","scaffold0001:42524982|42528507",1,NA,NA
"600","scaffold0001:4293034|4319288",NA,NA,3
"601","scaffold0001:429790|433082",3,25,6
"602","scaffold0001:4311815|4324182",NA,7,NA
"603","scaffold0001:4324060|4326779",2,NA,2
"604","scaffold0001:4369558|4374807",NA,6,1
"605","scaffold0001:43919981|43920573",7,NA,2
"606","scaffold0001:43919981|43934242",7,NA,NA
"607","scaffold0001:43926976|43934242",5,6,16
"608","scaffold0001:43931004|43934242",NA,NA,2
"609","scaffold0001:43931004|43942576",6,NA,NA
"610","scaffold0001:44099949|44135293",NA,1,NA
"611","scaffold0001:44115513|44165158",2,NA,NA
"612","scaffold0001:441307|442391",NA,14,NA
"613","scaffold0001:44135081|44165158",5,6,NA
"614","scaffold0001:44152978|44165158",26,5,11
"615","scaffold0001:442093|442391",NA,4,NA
"616","scaffold0001:446528|446723",9,NA,NA
"617","scaffold0001:447010|447224",16,NA,NA
"618","scaffold0001:4497529|4504540",NA,NA,9
"619","scaffold0001:4497529|4508391",1,NA,NA
"620","scaffold0001:45009679|45014177",NA,13,NA
"621","scaffold0001:45012019|45028491",NA,3,NA
"622","scaffold0001:4501256|4501574",NA,NA,1
"623","scaffold0001:45063172|45078634",NA,3,NA
"624","scaffold0001:45078215|45079984",2,NA,NA
"625","scaffold0001:45087581|45088755",3,NA,NA
"626","scaffold0001:45088608|45098384",2,NA,NA
"627","scaffold0001:452330|454230",NA,NA,3
"628","scaffold0001:4525636|4526027",NA,NA,1
"629","scaffold0001:4526027|4526719",1,NA,NA
"630","scaffold0001:4526719|4530703",NA,1,NA
"631","scaffold0001:45285175|45287092",NA,9,NA
"632","scaffold0001:4530625|4536662",6,NA,NA
"633","scaffold0001:45310760|45314828",12,4,NA
"634","scaffold0001:45310760|45316929",NA,5,NA
"635","scaffold0001:45383625|45383930",2,NA,NA
"636","scaffold0001:4608407|4612366",5,NA,NA
"637","scaffold0001:46252|48503",5,NA,NA
"638","scaffold0001:468883|469653",NA,4,NA
"639","scaffold0001:469512|470099",1,4,NA
"640","scaffold0001:469512|470538",NA,NA,1
"641","scaffold0001:47029057|47038898",NA,NA,9
"642","scaffold0001:47035840|47038898",2068,886,849
"643","scaffold0001:47035840|47044238",60,15,39
"644","scaffold0001:47035840|47045739",9,NA,3
"645","scaffold0001:47038830|47045739",NA,NA,2
"646","scaffold0001:47044544|47056938",12,8,10
"647","scaffold0001:47054150|47056938",79,63,27
"648","scaffold0001:47068550|47091701",NA,3,2
"649","scaffold0001:47088715|47091516",6,NA,NA
"650","scaffold0001:47134114|47135500",24,7,12
"651","scaffold0001:47146972|47170844",3,NA,NA
"652","scaffold0001:47167973|47170844",39,NA,38
"653","scaffold0001:47167973|47178651",222,116,106
"654","scaffold0001:47307798|47313098",4,NA,NA
"655","scaffold0001:47313015|47316091",80,30,40
"656","scaffold0001:47332074|47332551",31,NA,19
"657","scaffold0001:47332074|47340509",216,256,278
"658","scaffold0001:47434690|47435504",35,9,8
"659","scaffold0001:4758209|4763927",NA,NA,2
"660","scaffold0001:4812168|4812345",1,NA,NA
"661","scaffold0001:4812168|4812842",2,NA,NA
"662","scaffold0001:48468030|48468425",NA,10,NA
"663","scaffold0001:48468425|48468880",2,NA,NA
"664","scaffold0001:48470884|48471409",7,NA,NA
"665","scaffold0001:48509872|48510374",4,4,NA
"666","scaffold0001:48514352|48516423",NA,7,NA
"667","scaffold0001:48515704|48516423",2,NA,NA
"668","scaffold0001:48516007|48525878",NA,NA,10
"669","scaffold0001:48519920|48520101",4,NA,NA
"670","scaffold0001:48521211|48522727",2,NA,NA
"671","scaffold0001:48565627|48565791",2,NA,NA
"672","scaffold0001:48573648|48595046",2,NA,NA
"673","scaffold0001:48581019|48595046",2,NA,NA
"674","scaffold0001:48591638|48595046",27,NA,7
"675","scaffold0001:48673066|48673496",NA,3,NA
"676","scaffold0001:48783353|48783809",NA,NA,2
"677","scaffold0001:48846257|48847236",NA,NA,4
"678","scaffold0001:48970481|48971369",10,3,NA
"679","scaffold0001:49226940|49234824",93,NA,31
"680","scaffold0001:49227174|49227338",NA,4,NA
"681","scaffold0001:49288029|49291728",NA,NA,2
"682","scaffold0001:49292568|49292737",NA,6,NA
"683","scaffold0001:49423029|49423251",NA,2,NA
"684","scaffold0001:49511411|49511634",NA,NA,1
"685","scaffold0001:49515228|49515384",NA,NA,7
"686","scaffold0001:49517289|49517593",1,NA,NA
"687","scaffold0001:49522460|49522623",NA,3,1
"688","scaffold0001:49583966|49584388",4,NA,NA
"689","scaffold0001:49636813|49638254",2,2,NA
"690","scaffold0001:49856248|49860417",NA,NA,61
"691","scaffold0001:49866797|49885840",NA,NA,3
"692","scaffold0001:49991247|49991508",5,NA,NA
"693","scaffold0001:50011770|50014902",NA,NA,1
"694","scaffold0001:50077645|50079733",NA,NA,3
"695","scaffold0001:50278242|50279285",NA,7,NA
"696","scaffold0001:50312375|50319261",NA,NA,1
"697","scaffold0001:50384458|50387496",2,NA,NA
"698","scaffold0001:5041567|5042467",NA,NA,2
"699","scaffold0001:50423071|50429504",6,NA,5
"700","scaffold0001:5045391|5047224",1,NA,NA
"701","scaffold0001:50460350|50462356",1,NA,NA
"702","scaffold0001:50472118|50473940",14,NA,NA
"703","scaffold0001:50472118|50477367",5,NA,NA
"704","scaffold0001:50685231|50686160",10,5,3
"705","scaffold0001:50685231|50694149",NA,NA,2
"706","scaffold0001:50685231|50700004",17,16,3
"707","scaffold0001:50685231|50710910",NA,6,NA
"708","scaffold0001:50688411|50694149",NA,9,NA
"709","scaffold0001:50692395|50694149",5,2,NA
"710","scaffold0001:50704933|50710910",22,29,13
"711","scaffold0001:50710697|50718335",154,48,93
"712","scaffold0001:50710697|50723724",NA,NA,7
"713","scaffold0001:50714834|50718335",129,76,42
"714","scaffold0001:50723320|50723724",NA,12,NA
"715","scaffold0001:50908879|50926279",2,NA,NA
"716","scaffold0001:50926150|50937789",43,11,9
"717","scaffold0001:50926150|50948617",3,NA,NA
"718","scaffold0001:50948404|50948617",NA,NA,2
"719","scaffold0001:50948404|50962264",NA,NA,3
"720","scaffold0001:50951359|50962264",1,NA,NA
"721","scaffold0001:50955334|50955532",NA,NA,2
"722","scaffold0001:50955334|50957849",1,9,NA
"723","scaffold0001:50960020|50962264",19,28,8
"724","scaffold0001:50960020|50970747",4,NA,NA
"725","scaffold0001:50970060|50973741",NA,1,NA
"726","scaffold0001:50977452|50985030",2,NA,NA
"727","scaffold0001:50977452|50996080",3,NA,NA
"728","scaffold0001:50990404|50990730",5,NA,NA
"729","scaffold0001:51007628|51009097",NA,17,NA
"730","scaffold0001:51007628|51011908",NA,NA,5
"731","scaffold0001:51046203|51048931",200,50,62
"732","scaffold0001:51046203|51062562",9,11,NA
"733","scaffold0001:51048830|51062562",15,10,NA
"734","scaffold0001:51069984|51073982",1,NA,1
"735","scaffold0001:5110972|5111553",28,20,6
"736","scaffold0001:51238861|51240206",5,NA,2
"737","scaffold0001:51284889|51287938",5,NA,NA
"738","scaffold0001:51287093|51287938",2,NA,NA
"739","scaffold0001:51289793|51290446",4,NA,NA
"740","scaffold0001:51298085|51298382",3,5,6
"741","scaffold0001:51323677|51331066",NA,NA,10
"742","scaffold0001:51323677|51334356",NA,NA,11
"743","scaffold0001:51332891|51334356",14,NA,2
"744","scaffold0001:51332891|51337670",4,NA,NA
"745","scaffold0001:51335603|51337670",8,NA,3
"746","scaffold0001:51454536|51456987",NA,NA,3
"747","scaffold0001:51460742|51464721",187,141,140
"748","scaffold0001:51460742|51465935",27,NA,NA
"749","scaffold0001:51464625|51465935",NA,NA,1
"750","scaffold0001:51519187|51519422",8,NA,NA
"751","scaffold0001:51519187|51520636",NA,6,NA
"752","scaffold0001:51623962|51625171",4,10,1
"753","scaffold0001:5186445|5196098",3,7,5
"754","scaffold0001:52003531|52004052",5,NA,NA
"755","scaffold0001:52067508|52077169",3,NA,NA
"756","scaffold0001:5227482|5231916",8,NA,NA
"757","scaffold0001:5273976|5274138",NA,NA,1
"758","scaffold0001:5281592|5283481",NA,3,NA
"759","scaffold0001:5282949|5283481",16,NA,11
"760","scaffold0001:52956291|52957915",426,313,266
"761","scaffold0001:52956291|52963766",NA,NA,2
"762","scaffold0001:52956429|52957706",2,NA,NA
"763","scaffold0001:52960939|52963766",1,NA,3
"764","scaffold0001:52967570|52967983",86,81,26
"765","scaffold0001:52967570|52972714",NA,8,NA
"766","scaffold0001:52967809|52967983",NA,NA,2
"767","scaffold0001:52993363|52993971",1,6,NA
"768","scaffold0001:52997734|52997872",1,NA,NA
"769","scaffold0001:53001250|53001563",NA,5,NA
"770","scaffold0001:53040955|53041136",NA,3,NA
"771","scaffold0001:53066168|53067888",5,NA,11
"772","scaffold0001:53086915|53087065",3,NA,NA
"773","scaffold0001:53086915|53088798",NA,6,NA
"774","scaffold0001:53088230|53088798",70,8,19
"775","scaffold0001:53094524|53094825",NA,NA,1
"776","scaffold0001:53098490|53102907",1,NA,5
"777","scaffold0001:53100587|53102907",NA,NA,9
"778","scaffold0001:5311349|5311516",NA,NA,2
"779","scaffold0001:53177607|53177938",NA,NA,1
"780","scaffold0001:53186882|53187134",1,NA,NA
"781","scaffold0001:53265838|53267785",NA,2,NA
"782","scaffold0001:53347322|53348848",5,NA,6
"783","scaffold0001:53347322|53360683",3,NA,NA
"784","scaffold0001:53351365|53360683",2,6,NA
"785","scaffold0001:53355576|53356769",NA,NA,5
"786","scaffold0001:53357966|53359579",NA,NA,1
"787","scaffold0001:53358039|53358534",NA,4,7
"788","scaffold0001:53416268|53420654",NA,8,6
"789","scaffold0001:53430947|53435268",8,NA,NA
"790","scaffold0001:53430947|53479590",NA,NA,4
"791","scaffold0001:53540147|53540968",108,84,78
"792","scaffold0001:53540147|53542469",NA,NA,6
"793","scaffold0001:5355816|5361383",2,NA,NA
"794","scaffold0001:53572899|53573599",45,34,25
"795","scaffold0001:5380825|5380989",1,NA,NA
"796","scaffold0001:5388189|5389250",NA,2,NA
"797","scaffold0001:5389250|5393092",NA,NA,9
"798","scaffold0001:5403151|5408425",3,NA,NA
"799","scaffold0001:54115915|54120056",6,4,8
"800","scaffold0001:54119869|54124997",NA,15,NA
"801","scaffold0001:54144607|54144906",9,NA,NA
"802","scaffold0001:54144906|54146537",NA,NA,2
"803","scaffold0001:54144906|54147254",NA,NA,8
"804","scaffold0001:54146076|54147254",1,NA,2
"805","scaffold0001:54246860|54247056",2,NA,NA
"806","scaffold0001:5430729|5435219",NA,NA,1
"807","scaffold0001:54339558|54350792",1,NA,NA
"808","scaffold0001:54350672|54356613",1,NA,NA
"809","scaffold0001:54350672|54358244",2,NA,NA
"810","scaffold0001:5435091|5439668",2,NA,NA
"811","scaffold0001:54353169|54353730",2,NA,NA
"812","scaffold0001:54353169|54358244",4,13,2
"813","scaffold0001:54356394|54358244",3706,3456,3560
"814","scaffold0001:54365882|54366426",NA,NA,2
"815","scaffold0001:54365999|54366292",1,NA,NA
"816","scaffold0001:5442834|5443171",1,NA,NA
"817","scaffold0001:5443198|5444470",NA,NA,1
"818","scaffold0001:5443378|5444470",NA,NA,9
"819","scaffold0001:5466121|5467122",5,NA,NA
"820","scaffold0001:5525738|5527722",6,21,NA
"821","scaffold0001:5534776|5535147",6,NA,NA
"822","scaffold0001:5535147|5536649",3,NA,NA
"823","scaffold0001:5536530|5539224",NA,4,NA
"824","scaffold0001:5538685|5539224",1,NA,NA
"825","scaffold0001:5538685|5540995",4,NA,NA
"826","scaffold0001:5541664|5547708",NA,NA,3
"827","scaffold0001:5541664|5549215",5,5,3
"828","scaffold0001:5546749|5549215",52,35,35
"829","scaffold0001:5546749|5550061",8,NA,NA
"830","scaffold0001:55481783|55487925",NA,NA,12
"831","scaffold0001:55481783|55493978",27,10,11
"832","scaffold0001:55486593|55486951",2,NA,NA
"833","scaffold0001:5549967|5561596",10,NA,NA
"834","scaffold0001:55522587|55522752",6,NA,NA
"835","scaffold0001:5557823|5561596",NA,13,NA
"836","scaffold0001:55590974|55592076",4,NA,NA
"837","scaffold0001:55595545|55605799",9,11,NA
"838","scaffold0001:55596429|55605799",3,NA,NA
"839","scaffold0001:5560043|5560305",1,NA,NA
"840","scaffold0001:5560043|5561596",51,47,27
"841","scaffold0001:55679905|55680948",NA,3,NA
"842","scaffold0001:55746350|55746749",4,NA,NA
"843","scaffold0001:55756456|55759778",NA,3,NA
"844","scaffold0001:55764209|55764573",2,NA,NA
"845","scaffold0001:55782786|55783728",4,NA,NA
"846","scaffold0001:55783551|55783982",3,NA,NA
"847","scaffold0001:55808044|55808752",NA,5,NA
"848","scaffold0001:55815815|55816228",NA,NA,5
"849","scaffold0001:55868022|55868762",9,10,NA
"850","scaffold0001:55884095|55884250",3,NA,NA
"851","scaffold0001:55887893|55889123",NA,NA,1
"852","scaffold0001:55920567|55923201",NA,NA,2
"853","scaffold0001:55965243|55965652",4,NA,NA
"854","scaffold0001:55982156|55982339",NA,NA,2
"855","scaffold0001:55985632|55985742",NA,NA,1
"856","scaffold0001:55990575|55991001",NA,NA,3
"857","scaffold0001:56144351|56152309",NA,3,NA
"858","scaffold0001:56144351|56153469",8,NA,NA
"859","scaffold0001:56144351|56158418",3,NA,NA
"860","scaffold0001:56144351|56169171",NA,6,NA
"861","scaffold0001:56152250|56158418",3,7,NA
"862","scaffold0001:56152250|56163418",11,NA,NA
"863","scaffold0001:56153377|56163418",NA,NA,1
"864","scaffold0001:56158260|56163418",171,81,36
"865","scaffold0001:56162462|56163418",92,59,16
"866","scaffold0001:56162462|56169171",1,10,NA
"867","scaffold0001:56168653|56169171",41,10,2
"868","scaffold0001:56184479|56184624",NA,NA,3
"869","scaffold0001:56217338|56220061",NA,NA,3
"870","scaffold0001:56233050|56239265",8,9,6
"871","scaffold0001:56254727|56255141",3,NA,NA
"872","scaffold0001:56286532|56287215",2,8,NA
"873","scaffold0001:56286532|56287568",5,NA,NA
"874","scaffold0001:56509131|56509509",NA,NA,8
"875","scaffold0001:56509405|56513162",NA,NA,3
"876","scaffold0001:56511404|56513162",12,4,22
"877","scaffold0001:56525199|56528166",11,NA,4
"878","scaffold0001:56527523|56528166",265,119,136
"879","scaffold0001:56527523|56535775",NA,2,NA
"880","scaffold0001:56529427|56533321",5,NA,NA
"881","scaffold0001:56529427|56535775",9,NA,NA
"882","scaffold0001:56569263|56569844",6,NA,NA
"883","scaffold0001:56615322|56615586",13,NA,NA
"884","scaffold0001:56634951|56641520",NA,4,NA
"885","scaffold0001:56640725|56641520",19,6,3
"886","scaffold0001:56641319|56641520",NA,NA,2
"887","scaffold0001:56648345|56648802",1,NA,NA
"888","scaffold0001:56648345|56652125",6,NA,NA
"889","scaffold0001:56649144|56651745",NA,NA,2
"890","scaffold0001:56651613|56652125",2,NA,NA
"891","scaffold0001:56651745|56651989",3,NA,NA
"892","scaffold0001:56652323|56652720",1,NA,NA
"893","scaffold0001:56657429|56658876",NA,8,NA
"894","scaffold0001:56658008|56658876",4,NA,NA
"895","scaffold0001:56698148|56698602",1,NA,NA
"896","scaffold0001:56698148|56702125",4,NA,NA
"897","scaffold0001:56712677|56716367",NA,NA,2
"898","scaffold0001:56746483|56749222",NA,18,NA
"899","scaffold0001:56920531|56920861",4,NA,NA
"900","scaffold0001:56921782|56922074",NA,NA,4
"901","scaffold0001:56921784|56922074",39,55,31
"902","scaffold0001:56921787|56922074",NA,4,NA
"903","scaffold0001:56921901|56922074",NA,NA,2
"904","scaffold0001:56971708|56972493",NA,2,NA
"905","scaffold0001:57136201|57161267",1,NA,NA
"906","scaffold0001:57153402|57161267",NA,2,NA
"907","scaffold0001:57174931|57175187",NA,NA,1
"908","scaffold0001:5720623|5728253",NA,2,2
"909","scaffold0001:57266249|57266657",2,NA,NA
"910","scaffold0001:57348177|57353987",432,145,245
"911","scaffold0001:57348177|57357193",311,75,171
"912","scaffold0001:5744819|5748018",318,132,123
"913","scaffold0001:5747951|5754938",1,NA,NA
"914","scaffold0001:5796909|5810405",8,NA,2
"915","scaffold0001:5798402|5810405",21,NA,11
"916","scaffold0001:5943793|5944055",1,NA,NA
"917","scaffold0001:6003667|6026101",6,NA,NA
"918","scaffold0001:6022768|6026101",NA,10,9
"919","scaffold0001:6025120|6026101",NA,8,NA
"920","scaffold0001:6036599|6037115",NA,5,NA
"921","scaffold0001:6045771|6046071",4,NA,NA
"922","scaffold0001:6082134|6082921",NA,NA,4
"923","scaffold0001:60856876|60860098",10,NA,10
"924","scaffold0001:60856876|60909343",NA,NA,1
"925","scaffold0001:60903216|60909343",77,50,56
"926","scaffold0001:61027716|61042068",1,NA,NA
"927","scaffold0001:61047681|61051113",4,1,NA
"928","scaffold0001:61050321|61051113",10,3,10
"929","scaffold0001:61050321|61052691",6,NA,NA
"930","scaffold0001:61050321|61054256",2,NA,NA
"931","scaffold0001:61058342|61065164",NA,NA,5
"932","scaffold0001:61067622|61069844",2,NA,NA
"933","scaffold0001:61073714|61076201",NA,NA,5
"934","scaffold0001:61074700|61076201",NA,NA,3
"935","scaffold0001:6116693|6122749",1,NA,NA
"936","scaffold0001:61200048|61213882",NA,5,NA
"937","scaffold0001:61200048|61217397",2,NA,NA
"938","scaffold0001:61213774|61245906",1,6,NA
"939","scaffold0001:61217333|61305835",5,NA,NA
"940","scaffold0001:6122008|6122749",NA,NA,3
"941","scaffold0001:61245787|61261283",7,NA,NA
"942","scaffold0001:61245787|61296341",3,NA,3
"943","scaffold0001:61245787|61305835",37,8,11
"944","scaffold0001:61261198|61305835",19,27,24
"945","scaffold0001:61261198|61325559",6,NA,NA
"946","scaffold0001:6126217|6132793",2,5,15
"947","scaffold0001:6128628|6132793",11,7,5
"948","scaffold0001:61296228|61305835",27,16,17
"949","scaffold0001:61296228|61325559",36,12,26
"950","scaffold0001:61325393|61325559",3,NA,NA
"951","scaffold0001:6154414|6162474",114,17,61
"952","scaffold0001:6154414|6164181",5,2,2
"953","scaffold0001:6158785|6162474",NA,NA,2
"954","scaffold0001:6160028|6162474",31,33,25
"955","scaffold0001:6160028|6164181",1,NA,2
"956","scaffold0001:6167381|6171759",NA,NA,3
"957","scaffold0001:6174205|6184981",NA,18,5
"958","scaffold0001:62118813|62119035",2,NA,NA
"959","scaffold0001:62379936|62381922",5,NA,NA
"960","scaffold0001:62407329|62419089",NA,NA,1
"961","scaffold0001:62414978|62419089",NA,5,NA
