"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100315302|100318708",4,NA,NA
"549","scaffold0001:3042198|3043619",2,NA,NA
"550","scaffold0001:30514237|30514702",14,9,NA
"551","scaffold0001:30519534|30520000",2,NA,NA
"552","scaffold0001:30519534|30523297",NA,3,NA
"553","scaffold0001:30549768|30556104",4,NA,NA
"554","scaffold0001:30647175|30656800",20,21,4
"555","scaffold0001:30647175|30675561",2,NA,NA
"556","scaffold0001:30647175|30682016",10,NA,NA
"557","scaffold0001:30656692|30675561",8,NA,2
"558","scaffold0001:30656692|30682016",6,NA,6
"559","scaffold0001:3070312|3072505",15,12,NA
"560","scaffold0001:30805143|30818685",NA,NA,10
"561","scaffold0001:31150100|31168643",2,NA,NA
"562","scaffold0001:31947801|31948048",NA,2,NA
"563","scaffold0001:32008738|32018576",5,NA,NA
"564","scaffold0001:32189379|32199679",4,NA,NA
"565","scaffold0001:32306340|32306779",NA,10,NA
"566","scaffold0001:32306340|32313279",NA,12,NA
"567","scaffold0001:3235362|3235963",NA,NA,2
"568","scaffold0001:32372108|32410042",2,NA,NA
"569","scaffold0001:32403974|32410042",NA,4,NA
"570","scaffold0001:32530281|32541659",2,NA,2
"571","scaffold0001:32533351|32552088",6,NA,NA
"572","scaffold0001:32557882|32569804",NA,NA,2
"573","scaffold0001:32557882|32575571",36,47,12
"574","scaffold0001:32557882|32580764",NA,NA,6
"575","scaffold0001:32569695|32586027",NA,10,NA
"576","scaffold0001:32569695|32610710",17,NA,NA
"577","scaffold0001:32580612|32586027",4,NA,2
"578","scaffold0001:32580612|32610710",16,NA,NA
"579","scaffold0001:32585828|32610710",NA,NA,14
"580","scaffold0001:32688741|32719487",2,NA,NA
"581","scaffold0001:32690007|32690267",8,NA,4
"582","scaffold0001:32701385|32719487",NA,10,NA
"583","scaffold0001:32895471|32895673",NA,5,NA
"584","scaffold0001:33367574|33378589",18,NA,NA
"585","scaffold0001:33367574|33408924",NA,8,NA
"586","scaffold0001:33674697|33674908",4,4,NA
"587","scaffold0001:33674697|33715310",81,28,4
"588","scaffold0001:33715183|33806041",7,NA,NA
"589","scaffold0001:33907088|33910393",NA,NA,3
"590","scaffold0001:33908632|33908782",NA,NA,5
"591","scaffold0001:34051100|34061572",NA,NA,2
"592","scaffold0001:34051100|34082864",NA,NA,4
"593","scaffold0001:34523194|34545707",NA,15,3
"594","scaffold0001:34529700|34545707",5,6,3
"595","scaffold0001:34529700|34564542",NA,NA,6
"596","scaffold0001:34545543|34564542",NA,NA,8
"597","scaffold0001:34557193|34559636",3,NA,7
"598","scaffold0001:34557193|34564542",2,2,NA
"599","scaffold0001:34557193|34565211",NA,NA,4
"600","scaffold0001:34559525|34564542",27,13,19
"601","scaffold0001:34560292|34564542",NA,NA,5
"602","scaffold0001:34564341|34564542",3,NA,NA
"603","scaffold0001:34671639|34679808",NA,4,7
"604","scaffold0001:34673515|34679808",NA,2,NA
"605","scaffold0001:34675568|34678194",NA,NA,2
"606","scaffold0001:34675568|34679808",11,4,9
"607","scaffold0001:34675578|34679868",NA,12,NA
"608","scaffold0001:34678046|34679808",12,11,12
"609","scaffold0001:34678046|34683985",43,4,3
"610","scaffold0001:34678046|34684148",12,NA,8
"611","scaffold0001:34678649|34679808",NA,NA,8
"612","scaffold0001:34715677|34721782",NA,7,NA
"613","scaffold0001:34771110|34787472",2,NA,6
"614","scaffold0001:34805391|34820505",NA,NA,2
"615","scaffold0001:34847906|34884523",NA,15,NA
"616","scaffold0001:34847906|34904811",NA,NA,2
"617","scaffold0001:34847906|34905057",NA,25,11
"618","scaffold0001:34874761|34905057",NA,7,4
"619","scaffold0001:34900766|34905057",11,NA,NA
"620","scaffold0001:34904596|34905057",NA,NA,5
"621","scaffold0001:3530206|3541672",2,NA,NA
"622","scaffold0001:3544586|3560864",15,NA,NA
"623","scaffold0001:3548788|3560864",7,NA,9
"624","scaffold0001:35696444|35708368",8,NA,NA
"625","scaffold0001:35706984|35708368",21,NA,NA
"626","scaffold0001:35715835|35715995",2,NA,NA
"627","scaffold0001:35914454|35919847",6,4,NA
"628","scaffold0001:35918208|35947607",NA,NA,3
"629","scaffold0001:35931220|35944785",NA,NA,3
"630","scaffold0001:35949840|35950041",14,NA,NA
"631","scaffold0001:35968320|35978995",42,8,30
"632","scaffold0001:36009112|36011639",3,NA,NA
"633","scaffold0001:36022492|36044443",2,NA,NA
"634","scaffold0001:36039644|36045223",2,NA,2
"635","scaffold0001:36044296|36045223",9,NA,NA
"636","scaffold0001:36050222|36053768",12,15,6
"637","scaffold0001:36052796|36116908",2,NA,NA
"638","scaffold0001:36116837|36137524",NA,NA,8
"639","scaffold0001:36116837|36137596",41,61,22
"640","scaffold0001:36116837|36137775",2,NA,30
"641","scaffold0001:36135980|36137596",NA,NA,2
"642","scaffold0001:3615247|3634887",4,NA,NA
"643","scaffold0001:3619962|3624980",5,NA,NA
"644","scaffold0001:3621353|3622856",NA,NA,5
"645","scaffold0001:36229967|36234692",3,6,2
"646","scaffold0001:3623451|3624980",5,NA,NA
"647","scaffold0001:36252289|36262530",5,5,22
"648","scaffold0001:36262416|36264271",NA,NA,4
"649","scaffold0001:3627353|3628636",7,NA,4
"650","scaffold0001:36281567|36296394",2,NA,4
"651","scaffold0001:36283166|36296394",NA,12,NA
"652","scaffold0001:3628529|3633368",2,6,NA
"653","scaffold0001:36289542|36297279",3,NA,NA
"654","scaffold0001:36759194|36765159",36,18,18
"655","scaffold0001:36772458|36775130",NA,NA,13
"656","scaffold0001:3703491|3705286",NA,4,NA
"657","scaffold0001:37257294|37305506",4,2,10
"658","scaffold0001:37257329|37305506",21,46,26
"659","scaffold0001:37257329|37332994",3,NA,4
"660","scaffold0001:37330866|37332994",44,6,14
"661","scaffold0001:376087|377826",6,NA,NA
"662","scaffold0001:3778530|3828438",2,NA,NA
"663","scaffold0001:379611|379864",15,NA,NA
"664","scaffold0001:38028214|38042942",18,NA,NA
"665","scaffold0001:38028214|38057877",7,NA,NA
"666","scaffold0001:38040620|38042942",2,6,NA
"667","scaffold0001:38052376|38053893",11,NA,NA
"668","scaffold0001:38052376|38057877",11,22,NA
"669","scaffold0001:38053848|38057877",10,NA,NA
"670","scaffold0001:38060268|38064443",4,NA,NA
"671","scaffold0001:38076355|38092041",2,NA,NA
"672","scaffold0001:38083516|38085074",3,NA,6
"673","scaffold0001:381234|385822",5,NA,NA
"674","scaffold0001:38214393|38233313",8,NA,2
"675","scaffold0001:38299235|38316982",NA,2,NA
"676","scaffold0001:3836171|3846770",NA,3,NA
"677","scaffold0001:38398999|38417425",14,4,NA
"678","scaffold0001:386881|387259",3,NA,NA
"679","scaffold0001:38928907|38929111",NA,NA,2
"680","scaffold0001:38947334|38951080",7,NA,NA
"681","scaffold0001:38956161|38959536",NA,NA,6
"682","scaffold0001:38956161|38962664",7,10,NA
"683","scaffold0001:389663|390252",NA,NA,4
"684","scaffold0001:39079680|39082053",NA,NA,12
"685","scaffold0001:39079680|39083672",24,15,15
"686","scaffold0001:39172388|39199101",NA,2,NA
"687","scaffold0001:39180468|39182527",6,NA,NA
"688","scaffold0001:39193070|39200752",NA,6,15
"689","scaffold0001:39193070|39205013",8,NA,4
"690","scaffold0001:39197995|39199101",17,16,7
"691","scaffold0001:39197995|39200752",57,109,38
"692","scaffold0001:39197995|39216992",4,35,8
"693","scaffold0001:39200620|39205013",4,NA,6
"694","scaffold0001:39212200|39216992",17,NA,6
"695","scaffold0001:39245839|39246506",38,39,34
"696","scaffold0001:39245839|39255933",10,NA,12
"697","scaffold0001:39245839|39259061",NA,10,8
"698","scaffold0001:39246122|39246340",14,NA,NA
"699","scaffold0001:39376147|39379549",2,NA,NA
"700","scaffold0001:39381154|39381706",3,NA,NA
"701","scaffold0001:39381925|39430838",4,NA,NA
"702","scaffold0001:39410523|39417528",4,NA,NA
"703","scaffold0001:39415315|39430838",NA,NA,8
"704","scaffold0001:39607235|39607772",6,NA,NA
"705","scaffold0001:39608663|39608823",NA,NA,4
"706","scaffold0001:39613498|39645706",NA,8,NA
"707","scaffold0001:39645566|39650244",10,6,NA
"708","scaffold0001:39983723|39984223",6,NA,NA
"709","scaffold0001:40012161|40016348",6,NA,NA
"710","scaffold0001:40036470|40052562",11,NA,NA
"711","scaffold0001:40047258|40052562",11,20,NA
"712","scaffold0001:40069996|40076887",NA,NA,2
"713","scaffold0001:40147068|40149435",NA,9,4
"714","scaffold0001:40222635|40248772",7,NA,NA
"715","scaffold0001:40248594|40258244",2,12,NA
"716","scaffold0001:40248594|40276331",6,NA,NA
"717","scaffold0001:40258036|40276331",11,NA,NA
"718","scaffold0001:403501|403713",3,NA,NA
"719","scaffold0001:403501|404372",9,NA,12
"720","scaffold0001:406904|407837",6,NA,NA
"721","scaffold0001:40928067|40933080",NA,4,6
"722","scaffold0001:40928067|40954575",NA,7,NA
"723","scaffold0001:40928067|40976100",3,NA,NA
"724","scaffold0001:41193262|41202557",3,NA,NA
"725","scaffold0001:41193262|41225321",NA,3,NA
"726","scaffold0001:412640|412818",4,NA,NA
"727","scaffold0001:41352446|41354189",5,NA,NA
"728","scaffold0001:4155265|4156453",3,NA,NA
"729","scaffold0001:4156339|4156769",3,42,15
"730","scaffold0001:4156339|4156940",12,NA,NA
"731","scaffold0001:4161860|4165591",5,NA,NA
"732","scaffold0001:41652526|41658498",4,NA,NA
"733","scaffold0001:41692851|41693387",4,NA,NA
"734","scaffold0001:41876036|41885014",NA,8,NA
"735","scaffold0001:41904268|41908974",NA,NA,2
"736","scaffold0001:42108086|42113371",4,16,3
"737","scaffold0001:42182984|42239663",NA,NA,4
"738","scaffold0001:422293|422753",10,NA,NA
"739","scaffold0001:42262114|42283442",36,14,69
"740","scaffold0001:42384674|42387704",8,NA,NA
"741","scaffold0001:42453254|42460594",2,NA,NA
"742","scaffold0001:42453254|42462381",NA,8,NA
"743","scaffold0001:4247103|4251486",40,NA,NA
"744","scaffold0001:42511773|42513293",NA,NA,4
"745","scaffold0001:4251375|4251976",NA,26,NA
"746","scaffold0001:4251375|4295487",2,NA,NA
"747","scaffold0001:42524982|42528507",2,NA,NA
"748","scaffold0001:4263404|4293171",2,NA,NA
"749","scaffold0001:4270103|4293171",10,NA,NA
"750","scaffold0001:428556|429954",NA,NA,3
"751","scaffold0001:4293034|4295487",14,NA,3
"752","scaffold0001:4293034|4319288",NA,NA,6
"753","scaffold0001:429790|433082",4,43,12
"754","scaffold0001:4311815|4324182",NA,14,NA
"755","scaffold0001:4324060|4326779",4,NA,4
"756","scaffold0001:4330532|4330741",7,NA,NA
"757","scaffold0001:4369558|4374807",NA,10,2
"758","scaffold0001:4374147|4374807",4,NA,NA
"759","scaffold0001:43919981|43920573",9,NA,4
"760","scaffold0001:43919981|43934242",11,NA,NA
"761","scaffold0001:43926976|43934242",10,13,24
"762","scaffold0001:43931004|43934242",NA,NA,2
"763","scaffold0001:43931004|43942576",12,NA,NA
"764","scaffold0001:44005149|44005414",6,4,12
"765","scaffold0001:44005149|44005473",NA,NA,2
"766","scaffold0001:44005149|44005475",525,381,405
"767","scaffold0001:44005149|44010694",121,30,44
"768","scaffold0001:44005149|44010709",NA,6,NA
"769","scaffold0001:44115513|44165158",4,NA,NA
"770","scaffold0001:441307|442391",NA,14,NA
"771","scaffold0001:44152978|44165158",17,4,10
"772","scaffold0001:442093|442391",NA,8,NA
"773","scaffold0001:446528|446723",17,NA,NA
"774","scaffold0001:447010|447224",6,NA,NA
"775","scaffold0001:4497529|4504540",NA,NA,18
"776","scaffold0001:45009679|45014177",NA,19,NA
"777","scaffold0001:45012019|45028491",NA,6,NA
"778","scaffold0001:45063172|45078634",NA,5,NA
"779","scaffold0001:45063172|45079984",NA,2,NA
"780","scaffold0001:45078215|45079984",4,NA,NA
"781","scaffold0001:45087581|45088755",3,NA,NA
"782","scaffold0001:4513090|4513601",2,NA,NA
"783","scaffold0001:452330|454230",NA,NA,6
"784","scaffold0001:4526027|4526719",2,NA,NA
"785","scaffold0001:45277353|45287092",NA,NA,6
"786","scaffold0001:45285175|45287092",NA,4,NA
"787","scaffold0001:4530625|4536662",4,NA,NA
"788","scaffold0001:45307236|45309958",NA,NA,2
"789","scaffold0001:45310760|45314828",21,8,NA
"790","scaffold0001:45310760|45316929",NA,10,NA
"791","scaffold0001:45328070|45328421",6,NA,NA
"792","scaffold0001:45383625|45383930",2,12,4
"793","scaffold0001:45496991|45500496",4,NA,NA
"794","scaffold0001:46252|48503",10,NA,NA
"795","scaffold0001:46252|63571",NA,NA,5
"796","scaffold0001:468883|469653",NA,8,NA
"797","scaffold0001:469512|470099",2,8,NA
"798","scaffold0001:47003576|47003869",3,NA,NA
"799","scaffold0001:47029057|47038898",NA,NA,5
"800","scaffold0001:47035840|47038898",1216,478,526
"801","scaffold0001:47035840|47044238",42,18,30
"802","scaffold0001:47035840|47045739",4,NA,3
"803","scaffold0001:47038830|47045739",NA,NA,2
"804","scaffold0001:47044544|47056938",8,12,14
"805","scaffold0001:47054150|47056938",81,101,26
"806","scaffold0001:47068550|47091701",NA,6,3
"807","scaffold0001:47088715|47091516",6,NA,NA
"808","scaffold0001:47134114|47135500",2,NA,6
"809","scaffold0001:47146972|47170844",4,NA,NA
"810","scaffold0001:47167973|47170844",18,5,28
"811","scaffold0001:47167973|47178646",NA,NA,4
"812","scaffold0001:47167973|47178651",95,67,41
"813","scaffold0001:47307798|47313098",4,NA,NA
"814","scaffold0001:47313015|47316091",13,8,21
"815","scaffold0001:47313015|47340509",3,NA,NA
"816","scaffold0001:47332074|47332551",16,NA,4
"817","scaffold0001:47332074|47340509",225,258,292
"818","scaffold0001:47429227|47429804",NA,11,NA
"819","scaffold0001:47434690|47435504",32,9,NA
"820","scaffold0001:4758209|4763927",NA,NA,4
"821","scaffold0001:47775334|47780275",5,NA,NA
"822","scaffold0001:47949346|47949496",NA,NA,8
"823","scaffold0001:4810760|4811403",NA,3,NA
"824","scaffold0001:4812168|4812842",2,NA,NA
"825","scaffold0001:4817044|4819168",5,NA,NA
"826","scaffold0001:48335006|48335301",3,NA,NA
"827","scaffold0001:48468030|48468425",NA,20,NA
"828","scaffold0001:48470257|48470425",2,NA,NA
"829","scaffold0001:48470884|48471409",11,NA,NA
"830","scaffold0001:48507790|48508247",5,NA,NA
"831","scaffold0001:48509872|48510374",8,4,NA
"832","scaffold0001:48510406|48510782",NA,NA,6
"833","scaffold0001:48514352|48516423",NA,14,NA
"834","scaffold0001:48516007|48525878",NA,NA,10
"835","scaffold0001:48519920|48520101",4,NA,NA
"836","scaffold0001:48521211|48522727",2,NA,NA
"837","scaffold0001:48573648|48595046",4,NA,NA
"838","scaffold0001:48581019|48591786",8,NA,NA
"839","scaffold0001:48584676|48584846",18,NA,NA
"840","scaffold0001:48591638|48595046",33,NA,NA
"841","scaffold0001:48783353|48783809",NA,NA,4
"842","scaffold0001:48846257|48847236",NA,NA,8
"843","scaffold0001:48863725|48865440",NA,NA,6
"844","scaffold0001:48970481|48971369",15,6,NA
"845","scaffold0001:491348|491643",29,22,65
"846","scaffold0001:49188583|49188773",3,NA,NA
"847","scaffold0001:49194653|49205947",6,NA,NA
"848","scaffold0001:49196820|49197329",7,12,NA
"849","scaffold0001:49205832|49206554",4,NA,NA
"850","scaffold0001:49226940|49234824",49,NA,27
"851","scaffold0001:49227174|49227338",NA,8,NA
"852","scaffold0001:49286357|49286809",19,NA,NA
"853","scaffold0001:49288029|49291728",NA,NA,4
"854","scaffold0001:49333569|49333800",4,NA,NA
"855","scaffold0001:49423251|49425473",25,NA,3
"856","scaffold0001:49423972|49425473",30,8,4
"857","scaffold0001:49496450|49496994",NA,6,NA
"858","scaffold0001:49497189|49500806",NA,NA,3
"859","scaffold0001:49500806|49501177",NA,NA,4
"860","scaffold0001:49501592|49501976",NA,NA,2
"861","scaffold0001:49522460|49522623",NA,6,2
"862","scaffold0001:49583966|49584388",8,NA,NA
"863","scaffold0001:49588502|49589407",2,NA,NA
"864","scaffold0001:49666875|49683433",NA,NA,6
"865","scaffold0001:49713160|49713264",5,NA,NA
"866","scaffold0001:49756396|49756615",14,NA,NA
"867","scaffold0001:49840222|49860417",NA,4,NA
"868","scaffold0001:49856248|49860417",NA,NA,2
"869","scaffold0001:49872256|49872558",NA,NA,2
"870","scaffold0001:50002784|50003846",NA,2,NA
"871","scaffold0001:50011770|50014902",NA,NA,2
"872","scaffold0001:50014570|50014790",NA,NA,12
"873","scaffold0001:50083221|50083383",12,NA,NA
"874","scaffold0001:50083493|50083983",8,NA,NA
"875","scaffold0001:50170418|50172462",18,NA,14
"876","scaffold0001:50171386|50172462",NA,NA,3
"877","scaffold0001:5020097|5020249",6,NA,NA
"878","scaffold0001:50384458|50387496",2,NA,NA
"879","scaffold0001:50397684|50398836",NA,10,NA
"880","scaffold0001:5041567|5042467",NA,NA,2
"881","scaffold0001:50416626|50429504",2,NA,NA
"882","scaffold0001:50423071|50429504",6,NA,5
"883","scaffold0001:50452803|50460460",4,NA,NA
"884","scaffold0001:50460350|50462356",2,NA,NA
"885","scaffold0001:50633657|50635665",NA,NA,2
"886","scaffold0001:50685231|50686160",12,4,2
"887","scaffold0001:50685231|50694149",NA,NA,4
"888","scaffold0001:50685231|50700004",17,NA,5
"889","scaffold0001:50685231|50710910",NA,13,NA
"890","scaffold0001:50685234|50694149",5,NA,NA
"891","scaffold0001:50688411|50694149",NA,9,NA
"892","scaffold0001:50692395|50694149",9,NA,NA
"893","scaffold0001:50704933|50710910",25,37,13
"894","scaffold0001:50710697|50718335",101,40,35
"895","scaffold0001:50710697|50723724",NA,NA,14
"896","scaffold0001:50714834|50718335",36,22,25
"897","scaffold0001:50723320|50723724",NA,24,NA
"898","scaffold0001:50723320|50727476",10,NA,2
"899","scaffold0001:50908879|50909368",21,NA,15
"900","scaffold0001:50908879|50937789",4,NA,NA
"901","scaffold0001:50926150|50937789",59,22,14
"902","scaffold0001:50926150|50948617",6,NA,NA
"903","scaffold0001:5093129|5093628",71,10,24
"904","scaffold0001:50948404|50948617",NA,NA,4
"905","scaffold0001:50948404|50962264",NA,NA,5
"906","scaffold0001:50951359|50962264",2,NA,NA
"907","scaffold0001:50955334|50955532",NA,NA,2
"908","scaffold0001:50955334|50957849",NA,10,NA
"909","scaffold0001:50960020|50962264",13,10,12
"910","scaffold0001:50960020|50970747",2,NA,NA
"911","scaffold0001:50970060|50973741",NA,2,NA
"912","scaffold0001:50977452|50985030",2,NA,NA
"913","scaffold0001:50977452|50996080",3,NA,NA
"914","scaffold0001:50990404|50990730",2,NA,NA
"915","scaffold0001:50999852|51000469",2,NA,NA
"916","scaffold0001:51007628|51009097",NA,17,NA
"917","scaffold0001:51007628|51011908",NA,NA,5
"918","scaffold0001:51028653|51048931",NA,NA,7
"919","scaffold0001:51028653|51062562",19,NA,12
"920","scaffold0001:51046203|51048931",221,41,75
"921","scaffold0001:51046203|51062562",10,22,3
"922","scaffold0001:51048830|51062562",14,2,NA
"923","scaffold0001:5110972|5111553",23,33,10
"924","scaffold0001:51238861|51240206",9,NA,4
"925","scaffold0001:51239011|51239390",2,NA,NA
"926","scaffold0001:51284889|51287938",10,NA,NA
"927","scaffold0001:51287093|51287938",4,NA,NA
"928","scaffold0001:51298085|51298382",6,5,6
"929","scaffold0001:51298085|51303423",NA,2,NA
"930","scaffold0001:51323677|51331066",NA,NA,10
"931","scaffold0001:51323677|51334356",NA,NA,17
"932","scaffold0001:51332891|51334356",20,NA,4
"933","scaffold0001:51332891|51337670",4,NA,NA
"934","scaffold0001:51335603|51337670",2,NA,3
"935","scaffold0001:51429141|51429387",NA,NA,4
"936","scaffold0001:51430752|51431049",2,NA,NA
"937","scaffold0001:51454536|51456987",NA,NA,3
"938","scaffold0001:51460742|51464721",48,43,52
"939","scaffold0001:51460742|51464826",NA,NA,4
"940","scaffold0001:51460742|51465935",2,NA,NA
"941","scaffold0001:51473768|51473909",NA,2,NA
"942","scaffold0001:51519187|51519422",8,NA,NA
"943","scaffold0001:51519187|51520636",NA,12,NA
"944","scaffold0001:51623962|51625171",7,13,2
"945","scaffold0001:5186445|5196098",6,13,10
"946","scaffold0001:52067508|52077169",6,NA,NA
"947","scaffold0001:52150720|52151047",10,NA,NA
"948","scaffold0001:5225758|5227582",2,NA,NA
"949","scaffold0001:5227482|5231916",10,NA,NA
"950","scaffold0001:52435624|52509650",11,NA,NA
"951","scaffold0001:5272715|5272940",3,NA,NA
"952","scaffold0001:5281592|5283481",2,6,NA
"953","scaffold0001:5282949|5283481",21,10,11
"954","scaffold0001:5283322|5290326",NA,9,NA
"955","scaffold0001:52956291|52957915",439,313,282
"956","scaffold0001:52960939|52963766",2,NA,6
"957","scaffold0001:52967570|52967983",118,92,40
"958","scaffold0001:52967570|52972714",NA,16,NA
