"","circ_id","rsi1","rsi2","rsi3","rsi4"
"1","NW_017738920.1:1183486|1193368","1.000",NA,NA,NA
"406","NW_017738926.1:1355768|1357759","1.000",NA,NA,NA
"407","NW_017738926.1:1383728|1388574",NA,NA,"2.000",NA
"408","NW_017738926.1:1453218|1493454",NA,"1.000",NA,NA
"409","NW_017738926.1:1492812|1493454",NA,NA,NA,"1.000"
"410","NW_017738926.1:1701636|1702930",NA,NA,"1.000",NA
"411","NW_017738926.1:1701636|1710789",NA,"1.000",NA,NA
"412","NW_017738926.1:1701636|1717798",NA,"5.000",NA,NA
"413","NW_017738926.1:1701636|1718649",NA,"3.000",NA,NA
"414","NW_017738926.1:1710601|1718649","5.000","2.000",NA,"4.000"
"415","NW_017738926.1:1853164|1857286",NA,"3.000",NA,NA
"416","NW_017738926.1:1863058|1868408",NA,"2.000",NA,NA
"417","NW_017738926.1:1878996|1880320","1.000",NA,NA,NA
"418","NW_017738926.1:1905513|1909804",NA,"4.000",NA,NA
"419","NW_017738926.1:1920739|1926579","1.000",NA,NA,NA
"420","NW_017738926.1:2169620|2178673",NA,NA,"3.000",NA
"421","NW_017738926.1:2274675|2288018",NA,"2.000",NA,NA
"422","NW_017738926.1:2308014|2311451","2.000","3.000","1.000",NA
"423","NW_017738926.1:2656088|2656940","1.000",NA,NA,NA
"424","NW_017738926.1:2914941|2915392","1.000",NA,NA,NA
"425","NW_017738926.1:2950870|2951966","1.000",NA,NA,NA
"426","NW_017738926.1:2952333|2952727","1.000","1.000",NA,NA
"427","NW_017738926.1:2953146|2953691",NA,NA,NA,"1.000"
"428","NW_017738926.1:2953325|2954205",NA,"4.000",NA,"1.000"
"429","NW_017738926.1:2953580|2954360",NA,NA,NA,"1.000"
"430","NW_017738926.1:3379168|3385576",NA,"4.000",NA,NA
"431","NW_017738926.1:3436100|3450199",NA,NA,"1.000",NA
"432","NW_017738926.1:3821811|3827033",NA,NA,NA,"1.000"
"433","NW_017738926.1:3821875|3825401",NA,"1.000",NA,NA
"434","NW_017738926.1:3834427|3858560",NA,NA,NA,"5.000"
"435","NW_017738926.1:4025229|4048986","1.000","9.000","7.000","7.000"
"436","NW_017738926.1:4025229|4094977","3.000",NA,NA,NA
"437","NW_017738926.1:4048645|4048986","5.000","6.000",NA,NA
"438","NW_017738926.1:4085991|4094977",NA,"1.000",NA,NA
"439","NW_017738926.1:4102697|4109051","1.000",NA,NA,NA
"440","NW_017738926.1:4102697|4119157","1.000",NA,"2.000",NA
"441","NW_017738926.1:4115690|4137008","5.000",NA,"4.000",NA
"442","NW_017738926.1:4147606|4154266","2.000",NA,NA,NA
"443","NW_017738926.1:4147606|4161622","1.000",NA,NA,NA
"444","NW_017738926.1:4175191|4182622","2.000","5.000",NA,NA
"445","NW_017738926.1:4275846|4320243",NA,"2.000",NA,NA
"446","NW_017738926.1:4318311|4320243","187.000","159.000","97.000","70.000"
"447","NW_017738926.1:4368910|4369193",NA,NA,"4.000",NA
"448","NW_017738926.1:4560914|4561170","8.000","9.000","8.000","3.000"
"449","NW_017738926.1:4661206|4663860",NA,"2.000",NA,NA
"450","NW_017738926.1:4661206|4680842",NA,NA,NA,"1.000"
"451","NW_017738926.1:4661206|4697718","1.000",NA,NA,NA
"452","NW_017738926.1:4677459|4680842","1.000",NA,NA,NA
"453","NW_017738926.1:4677459|4697718",NA,"2.000",NA,NA
"454","NW_017738926.1:4677459|4719623",NA,NA,NA,"1.000"
"455","NW_017738926.1:5080342|5086112",NA,NA,"1.000",NA
"456","NW_017738926.1:5081341|5086112","1.000",NA,NA,NA
"457","NW_017738926.1:5083088|5093646",NA,NA,NA,"1.000"
"458","NW_017738926.1:5086018|5093646",NA,"2.000",NA,NA
"459","NW_017738926.1:5106247|5113352",NA,"6.000","6.000","1.000"
"460","NW_017738926.1:5106247|5136727","2.000","4.000",NA,"2.000"
"461","NW_017738926.1:534297|540448","5.000",NA,NA,NA
"462","NW_017738926.1:534297|572220",NA,"1.000",NA,NA
"463","NW_017738926.1:538969|540448",NA,"2.000",NA,NA
"464","NW_017738926.1:583204|596281","1.000",NA,NA,NA
"465","NW_017738926.1:910134|914260","2.000",NA,NA,"1.000"
"466","NW_017738926.1:926432|939322",NA,NA,"2.000",NA
"467","NW_017738926.1:935306|939322","5.000",NA,NA,NA
"468","NW_017738926.1:938013|939322","1.000",NA,NA,NA
"469","NW_017738927.1:145800|171406","7.000",NA,NA,NA
"470","NW_017738927.1:1474799|1526387","2.000",NA,NA,NA
"471","NW_017738927.1:1644837|1671139",NA,"2.000","1.000",NA
"472","NW_017738927.1:1671013|1710610",NA,"1.000",NA,NA
"473","NW_017738927.1:1671013|1711575","10.000","8.000","5.000","5.000"
"474","NW_017738927.1:1671013|1720704","2.000",NA,NA,NA
"475","NW_017738927.1:1671013|1732109",NA,"4.000","2.000","1.000"
"476","NW_017738927.1:1671013|1773256","1.000","2.000",NA,NA
"477","NW_017738927.1:1671013|1778001",NA,NA,NA,"1.000"
"478","NW_017738927.1:1710503|1711575",NA,"2.000",NA,NA
"479","NW_017738927.1:1710503|1720704",NA,"1.000",NA,NA
"480","NW_017738927.1:1710503|1732109","3.000","6.000","6.000","6.000"
"481","NW_017738927.1:1710503|1793075",NA,NA,"1.000",NA
"482","NW_017738927.1:1720448|1732109","4.000","4.000","4.000",NA
"483","NW_017738927.1:1731998|1799182","1.000",NA,NA,NA
"484","NW_017738927.1:1792993|1823017","1.000",NA,NA,NA
"485","NW_017738927.1:1854698|1854912",NA,"1.000",NA,NA
"486","NW_017738927.1:1866848|1867945","45.000","51.000","39.000","13.000"
"487","NW_017738927.1:2081118|2083005",NA,"2.000",NA,NA
"488","NW_017738927.1:2082909|2133522",NA,"2.000",NA,NA
"489","NW_017738927.1:2113774|2133522",NA,"1.000",NA,NA
"490","NW_017738927.1:2324839|2346078",NA,"1.000",NA,NA
"491","NW_017738927.1:2330808|2346078",NA,"2.000",NA,NA
"492","NW_017738927.1:2342321|2346078","1.000","3.000",NA,"1.000"
"493","NW_017738927.1:2342321|2364625","2.000",NA,NA,NA
"494","NW_017738927.1:2356086|2364625",NA,NA,"2.000",NA
"495","NW_017738927.1:236266|240983","8.000","4.000",NA,"1.000"
"496","NW_017738927.1:2396812|2404828",NA,"1.000",NA,NA
"497","NW_017738927.1:2412202|2416191","2.000",NA,NA,NA
"498","NW_017738927.1:259216|261764","1.000",NA,NA,NA
"499","NW_017738927.1:309433|311948",NA,"1.000",NA,NA
"500","NW_017738927.1:331380|341750",NA,NA,"1.000",NA
"501","NW_017738927.1:3753974|3756363",NA,NA,NA,"2.000"
"502","NW_017738927.1:3833026|3847196","3.000",NA,NA,NA
"503","NW_017738927.1:385708|412955",NA,NA,NA,"10.000"
"504","NW_017738927.1:3928416|3944148","6.000","35.000","12.000","4.000"
"505","NW_017738927.1:4113255|4138592","1.000","1.000",NA,NA
"506","NW_017738927.1:4129032|4138592",NA,"3.000",NA,NA
"507","NW_017738927.1:4362952|4417018",NA,"5.000",NA,"5.000"
"508","NW_017738927.1:4362960|4417018",NA,NA,NA,"1.000"
"509","NW_017738927.1:439123|442560","5.000","13.000","5.000","11.000"
"510","NW_017738927.1:439123|452899",NA,"1.000",NA,NA
"511","NW_017738927.1:4411951|4455648","3.000",NA,NA,NA
"512","NW_017738927.1:4455517|4483557","1.000",NA,NA,NA
"513","NW_017738927.1:4471031|4483557",NA,"1.000",NA,NA
"514","NW_017738927.1:4471031|4506533",NA,NA,NA,"6.000"
"515","NW_017738927.1:4479164|4483557",NA,NA,"3.000",NA
"516","NW_017738927.1:448258|452899",NA,"4.000",NA,NA
"517","NW_017738927.1:448258|468188","3.000","4.000","1.000",NA
"518","NW_017738927.1:4504721|4522690",NA,"7.000",NA,NA
"519","NW_017738927.1:4517936|4522690","3.000",NA,NA,NA
"520","NW_017738927.1:4522545|4577845","2.000",NA,NA,NA
"521","NW_017738927.1:4656698|4672234",NA,NA,"3.000",NA
"522","NW_017738927.1:4728499|4729400",NA,"2.000",NA,NA
"523","NW_017738927.1:4737243|4739744",NA,"1.000",NA,NA
"524","NW_017738927.1:5105933|5116874",NA,"3.000","1.000",NA
"525","NW_017738927.1:5105933|5124374","8.000","16.000","9.000","6.000"
"526","NW_017738927.1:5483971|5486222",NA,NA,"1.000",NA
"527","NW_017738927.1:5526078|5534397","1.000",NA,NA,NA
"528","NW_017738927.1:5536687|5536958","7.000","8.000","12.000","3.000"
"529","NW_017738927.1:5593003|5593303",NA,NA,NA,"3.000"
"530","NW_017738927.1:631323|689965",NA,"4.000",NA,"1.000"
"531","NW_017738927.1:6628090|6630899",NA,"2.000",NA,NA
"532","NW_017738927.1:6630159|6636191","1.000",NA,NA,"1.000"
"533","NW_017738927.1:6630800|6636191","1.000","7.000","5.000",NA
"534","NW_017738927.1:6641065|6661225",NA,"7.000",NA,NA
"535","NW_017738927.1:6664226|6667616",NA,"1.000",NA,NA
"536","NW_017738927.1:77669|77815","3.000","12.000","1.000",NA
"537","NW_017738927.1:77669|95402","1.000","4.000",NA,NA
"538","NW_017738927.1:822090|823201",NA,NA,"1.000",NA
"539","NW_017738927.1:95151|95402",NA,NA,"1.000",NA
"540","NW_017738927.1:995898|1000242","2.000",NA,NA,NA
"541","NW_017738928.1:1109791|1127628",NA,NA,NA,"2.000"
"542","NW_017738928.1:1109791|1132811","4.000","2.000",NA,NA
"543","NW_017738928.1:1120079|1132811","5.000","2.000",NA,"3.000"
"544","NW_017738928.1:1164549|1175374",NA,"1.000",NA,NA
"545","NW_017738928.1:1194360|1199710","3.000",NA,NA,NA
"546","NW_017738928.1:1342067|1370814",NA,NA,NA,"2.000"
"547","NW_017738928.1:1388121|1392328",NA,NA,NA,"1.000"
"548","NW_017738928.1:1388121|1395627",NA,NA,"1.000","2.000"
"549","NW_017738928.1:1425585|1430759","2.000",NA,NA,NA
"550","NW_017738928.1:1508120|1518553",NA,"16.000",NA,"8.000"
"551","NW_017738928.1:1509016|1518553",NA,"17.000",NA,"8.000"
"552","NW_017738928.1:1518410|1527924",NA,NA,"2.000",NA
"553","NW_017738928.1:1523015|1527924",NA,NA,NA,"2.000"
"554","NW_017738928.1:1523015|1530960","5.000","12.000","1.000",NA
"555","NW_017738928.1:1523015|1530962","56.000","102.000","48.000","86.000"
"556","NW_017738928.1:1523015|1540372",NA,"2.000",NA,NA
"557","NW_017738928.1:1740678|1771234","3.000",NA,NA,NA
"558","NW_017738928.1:1814093|1818620",NA,NA,"2.000",NA
"559","NW_017738928.1:1838555|1843999","2.000",NA,NA,NA
"560","NW_017738928.1:2434559|2446291",NA,"2.000",NA,NA
"561","NW_017738928.1:2442724|2446291",NA,"3.000",NA,NA
"562","NW_017738928.1:2472808|2480127",NA,"1.000",NA,NA
"563","NW_017738928.1:2597297|2606382",NA,"1.000",NA,NA
"564","NW_017738928.1:2597297|2615974",NA,"1.000",NA,NA
"565","NW_017738928.1:2615838|2623963",NA,"1.000",NA,NA
"566","NW_017738928.1:2824346|2824763",NA,"5.000",NA,NA
"567","NW_017738928.1:2972618|2973586",NA,"1.000",NA,"5.000"
"568","NW_017738928.1:3675010|3680153","1.000",NA,NA,NA
"569","NW_017738928.1:4067877|4069416",NA,"5.000",NA,NA
"570","NW_017738928.1:4118881|4125453",NA,"3.000",NA,NA
"571","NW_017738928.1:4723210|4741477",NA,"11.000",NA,"19.000"
"572","NW_017738928.1:5217410|5233384",NA,"1.000",NA,NA
"573","NW_017738928.1:5256552|5276346",NA,NA,"1.000",NA
"574","NW_017738928.1:5270194|5276346",NA,NA,"2.000",NA
"575","NW_017738928.1:5283514|5285728",NA,"3.000",NA,NA
"576","NW_017738928.1:5326638|5332066",NA,"2.000",NA,NA
"577","NW_017738928.1:5623575|5625324",NA,"1.000",NA,NA
"578","NW_017738928.1:5783076|5785365",NA,NA,NA,"1.000"
"579","NW_017738928.1:645359|649717",NA,NA,NA,"1.000"
"580","NW_017738928.1:766735|819176",NA,"4.000",NA,NA
"581","NW_017738928.1:766735|884347",NA,"1.000",NA,NA
"582","NW_017738928.1:863338|884347",NA,"3.000",NA,NA
"583","NW_017738928.1:881640|884347","1.000",NA,NA,NA
"584","NW_017738928.1:881640|901443",NA,NA,"1.000",NA
"585","NW_017738929.1:1093115|1102131",NA,NA,"2.000",NA
"586","NW_017738929.1:1093115|1127816",NA,NA,NA,"1.000"
"587","NW_017738929.1:1101017|1113483","4.000",NA,NA,NA
"588","NW_017738929.1:1101017|1127816","1.000",NA,"1.000",NA
"589","NW_017738929.1:1108120|1127816",NA,"1.000",NA,"5.000"
"590","NW_017738929.1:131167|140669",NA,"1.000",NA,NA
"591","NW_017738929.1:131167|157154",NA,"2.000",NA,NA
"592","NW_017738929.1:1353262|1356692","7.000","3.000",NA,NA
"593","NW_017738929.1:1353262|1363046",NA,"1.000",NA,NA
"594","NW_017738929.1:1353262|1366120",NA,"1.000",NA,NA
"595","NW_017738929.1:1353262|1370839",NA,NA,NA,"7.000"
"596","NW_017738929.1:1360963|1366120",NA,NA,"1.000",NA
"597","NW_017738929.1:1360963|1387345","2.000",NA,NA,NA
"598","NW_017738929.1:1393771|1397391","4.000",NA,NA,NA
"599","NW_017738929.1:1402109|1402402",NA,NA,NA,"1.000"
"600","NW_017738929.1:1471500|1508642",NA,NA,"1.000",NA
"601","NW_017738929.1:1481517|1483207",NA,NA,"1.000",NA
"602","NW_017738929.1:1571466|1577173","1.000",NA,NA,NA
"603","NW_017738929.1:1577067|1592851",NA,NA,NA,"1.000"
"604","NW_017738929.1:1618684|1632156","1.000",NA,NA,NA
"605","NW_017738929.1:1717346|1727874",NA,NA,"5.000",NA
"606","NW_017738929.1:1787549|1790229","1.000",NA,"1.000",NA
"607","NW_017738929.1:1789556|1790229","21.000","7.000","15.000","17.000"
"608","NW_017738929.1:1789556|1801719","1.000",NA,NA,"2.000"
"609","NW_017738929.1:1789556|1828919",NA,"1.000",NA,NA
"610","NW_017738929.1:1795370|1812804","2.000",NA,"2.000",NA
"611","NW_017738929.1:1796228|1801719",NA,NA,"1.000",NA
"612","NW_017738929.1:1807421|1810318",NA,NA,"2.000",NA
"613","NW_017738929.1:1807421|1812804","16.000","17.000","6.000","11.000"
"614","NW_017738929.1:1818960|1820554",NA,NA,"2.000",NA
"615","NW_017738929.1:1818960|1835932",NA,"2.000",NA,NA
"616","NW_017738929.1:1828873|1840532","1.000",NA,NA,"5.000"
"617","NW_017738929.1:1872480|1889473",NA,"1.000",NA,NA
"618","NW_017738929.1:1946504|1949098",NA,"7.000",NA,"8.000"
"619","NW_017738929.1:1947948|1951571",NA,"1.000",NA,NA
"620","NW_017738929.1:2075221|2076340",NA,NA,"1.000",NA
"621","NW_017738929.1:214471|214706",NA,"4.000",NA,NA
"622","NW_017738929.1:2230924|2235676",NA,NA,"1.000",NA
"623","NW_017738929.1:2287985|2292782",NA,"5.000",NA,NA
"624","NW_017738929.1:2335288|2335902",NA,"4.000",NA,NA
"625","NW_017738929.1:284431|288360",NA,NA,"8.000","6.000"
"626","NW_017738929.1:3408023|3411734","1.000",NA,NA,NA
"627","NW_017738929.1:3604073|3615771",NA,NA,"4.000",NA
"628","NW_017738929.1:3627203|3629284",NA,"1.000",NA,NA
"629","NW_017738929.1:3627308|3629284",NA,"1.000",NA,NA
"630","NW_017738929.1:3627628|3629284","1.000","2.000",NA,"1.000"
"631","NW_017738929.1:3627628|3654173",NA,NA,NA,"2.000"
"632","NW_017738929.1:3702792|3770792",NA,NA,NA,"8.000"
"633","NW_017738929.1:3708740|3730504","2.000","5.000","5.000","3.000"
"634","NW_017738929.1:3730421|3773768",NA,NA,"2.000",NA
"635","NW_017738929.1:3740422|3743036",NA,NA,"3.000",NA
"636","NW_017738929.1:3751669|3791530",NA,"1.000",NA,NA
"637","NW_017738929.1:3753418|3770635","1.000",NA,NA,NA
"638","NW_017738929.1:3753418|3770792",NA,"1.000",NA,NA
"639","NW_017738929.1:3757929|3762419","3.000",NA,NA,NA
"640","NW_017738929.1:3757929|3770792",NA,"1.000",NA,NA
"641","NW_017738929.1:3767992|3770792","11.000","4.000","10.000","5.000"
"642","NW_017738929.1:3792693|3793669",NA,"2.000",NA,NA
"643","NW_017738929.1:3792693|3794339",NA,"2.000",NA,"2.000"
"644","NW_017738929.1:3792693|3804906","1.000","1.000",NA,NA
"645","NW_017738929.1:3799146|3801964","11.000","30.000","8.000","13.000"
"646","NW_017738929.1:3799146|3804906","1.000","9.000","4.000","4.000"
"647","NW_017738929.1:3799349|3801964","1.000","4.000",NA,"1.000"
"648","NW_017738929.1:3799349|3804906","2.000","1.000",NA,NA
"649","NW_017738929.1:3799351|3801964","28.000","21.000","13.000",NA
"650","NW_017738929.1:3799351|3804906",NA,"2.000",NA,NA
"651","NW_017738929.1:3799418|3799629","1.000",NA,NA,"1.000"
"652","NW_017738929.1:3801841|3819976",NA,"2.000",NA,NA
"653","NW_017738929.1:3804718|3819976","5.000",NA,NA,"1.000"
"654","NW_017738929.1:3819857|3845141",NA,NA,NA,"1.000"
"655","NW_017738929.1:3843665|3844460","1.000",NA,NA,NA
"656","NW_017738929.1:3925594|3930657",NA,"2.000",NA,"2.000"
"657","NW_017738929.1:3927381|3930657",NA,"1.000",NA,NA
"658","NW_017738929.1:3937734|3941561",NA,"1.000",NA,NA
"659","NW_017738929.1:3957132|3958131",NA,NA,"1.000","3.000"
"660","NW_017738929.1:3986158|3994073","7.000","2.000","17.000","1.000"
"661","NW_017738929.1:4157153|4167812","2.000","8.000","4.000","1.000"
"662","NW_017738929.1:4157153|4179475",NA,NA,NA,"2.000"
"663","NW_017738929.1:4196998|4205441","4.000",NA,NA,NA
"664","NW_017738929.1:4196998|4238336","2.000",NA,NA,NA
"665","NW_017738929.1:4199902|4202186",NA,"1.000",NA,NA
"666","NW_017738929.1:4208769|4211008",NA,"1.000",NA,NA
"667","NW_017738929.1:4208769|4218004",NA,"2.000",NA,"2.000"
"668","NW_017738929.1:4214051|4225090",NA,"1.000",NA,"1.000"
"669","NW_017738929.1:4222500|4224442",NA,"2.000",NA,NA
"670","NW_017738929.1:4223301|4225090",NA,"3.000",NA,NA
"671","NW_017738929.1:4223301|4238336","2.000",NA,NA,"5.000"
"672","NW_017738929.1:4238258|4246081","2.000",NA,NA,NA
"673","NW_017738929.1:4238258|4262402",NA,NA,NA,"1.000"
"674","NW_017738929.1:4239087|4246081",NA,"1.000",NA,NA
"675","NW_017738929.1:4239087|4262402",NA,NA,"2.000",NA
"676","NW_017738929.1:4243894|4262402",NA,"2.000","6.000",NA
"677","NW_017738929.1:4262262|4264490",NA,NA,NA,"2.000"
"678","NW_017738929.1:4425516|4429858","2.000",NA,NA,NA
"679","NW_017738929.1:4425516|4441887",NA,"1.000",NA,NA
"680","NW_017738929.1:4425516|4445220",NA,"1.000",NA,NA
"681","NW_017738929.1:4451029|4455932",NA,NA,"5.000",NA
"682","NW_017738929.1:4504976|4506534",NA,"2.000",NA,NA
"683","NW_017738929.1:517618|518348","1.000",NA,NA,NA
"684","NW_017738929.1:517834|555954",NA,NA,"4.000",NA
"685","NW_017738929.1:525966|612830",NA,NA,NA,"1.000"
"686","NW_017738929.1:540761|563332",NA,"2.000",NA,"2.000"
"687","NW_017738929.1:552920|563332","2.000","2.000","3.000",NA
"688","NW_017738929.1:559392|563332",NA,"1.000",NA,NA
"689","NW_017738929.1:736379|745130",NA,"5.000",NA,NA
"690","NW_017738929.1:761009|761288",NA,"2.000",NA,NA
"691","NW_017738929.1:801155|802536","14.000","11.000","10.000","9.000"
"692","NW_017738929.1:801155|805160","4.000","4.000","1.000","5.000"
"693","NW_017738929.1:864151|865541",NA,"2.000",NA,NA
"694","NW_017738929.1:865615|877941",NA,NA,NA,"4.000"
"695","NW_017738929.1:870161|873018","1.000",NA,NA,NA
"696","NW_017738929.1:879261|880979","1.000",NA,NA,NA
"697","NW_017738929.1:914259|921088",NA,NA,NA,"4.000"
"698","NW_017738929.1:991025|992319","4.000",NA,NA,NA
"699","NW_017738930.1:1075270|1098672","16.000","10.000","2.000","7.000"
"700","NW_017738930.1:1402570|1408822",NA,"1.000",NA,NA
"701","NW_017738930.1:1406979|1408822",NA,"1.000",NA,NA
"702","NW_017738930.1:1415810|1430655","1.000",NA,NA,NA
"703","NW_017738930.1:1419513|1430655","1.000","2.000","3.000",NA
"704","NW_017738930.1:1419513|1471160",NA,"1.000",NA,NA
"705","NW_017738930.1:1428089|1430655","1.000","1.000",NA,"3.000"
"706","NW_017738930.1:1485152|1503961","1.000",NA,NA,NA
"707","NW_017738930.1:1496918|1512308","1.000",NA,NA,NA
"708","NW_017738930.1:1920179|1930710",NA,"2.000",NA,NA
"709","NW_017738930.1:2608197|2610534","1.000","1.000",NA,"1.000"
"710","NW_017738930.1:2623328|2628672","1.000",NA,NA,NA
"711","NW_017738930.1:2636472|2640854",NA,"1.000",NA,NA
"712","NW_017738930.1:4157606|4161702",NA,"6.000",NA,"1.000"
"713","NW_017738930.1:4157606|4257813",NA,"1.000",NA,NA
"714","NW_017738930.1:4748885|4750953",NA,"1.000",NA,NA
"715","NW_017738930.1:592591|602818",NA,"1.000",NA,NA
"716","NW_017738930.1:6375272|6389679","1.000",NA,NA,NA
"717","NW_017738930.1:692723|697286","18.000","21.000","3.000","5.000"
"718","NW_017738930.1:695114|697286","5.000","17.000",NA,"8.000"
"719","NW_017738930.1:887070|906462","3.000",NA,NA,NA
"720","NW_017738930.1:891972|906462",NA,"1.000",NA,NA
"721","NW_017738930.1:943234|1098672",NA,"1.000",NA,NA
"722","NW_017738930.1:943234|976578","1.000",NA,NA,NA
"723","NW_017738930.1:976287|1098672","5.000",NA,"3.000",NA
"724","NW_017738930.1:976287|976477",NA,NA,NA,"1.000"
"725","NW_017738930.1:976287|979874","4.000","38.000","7.000","7.000"
"726","NW_017738930.1:976287|996204","1.000","2.000",NA,"2.000"
"727","NW_017738930.1:996127|1098672","7.000","2.000","1.000",NA
"728","NW_017738931.1:10409557|10443107","2.000",NA,NA,"3.000"
"729","NW_017738931.1:10414799|10452693",NA,NA,"1.000",NA
"730","NW_017738931.1:10519958|10522357",NA,NA,NA,"2.000"
"731","NW_017738931.1:122117|124883","2.000",NA,NA,NA
"732","NW_017738931.1:2397160|2405062",NA,"2.000",NA,"2.000"
"733","NW_017738931.1:2421652|2434403",NA,"5.000","3.000","11.000"
"734","NW_017738931.1:2421652|2487138","1.000",NA,NA,NA
"735","NW_017738931.1:2426445|2434403","2.000",NA,NA,NA
"736","NW_017738931.1:2987649|3007835",NA,"1.000",NA,"1.000"
"737","NW_017738931.1:3144654|3147800","1.000",NA,NA,NA
"738","NW_017738931.1:3183150|3199757","7.000","1.000",NA,NA
"739","NW_017738931.1:3290213|3293529",NA,NA,NA,"3.000"
"740","NW_017738931.1:341391|372104",NA,NA,"1.000",NA
"741","NW_017738931.1:3441796|3464956",NA,"2.000",NA,NA
"742","NW_017738931.1:3908905|3924026","1.000",NA,NA,NA
"743","NW_017738931.1:4219502|4223321",NA,"3.000",NA,NA
"744","NW_017738931.1:4250810|4254193",NA,"14.000",NA,NA
"745","NW_017738931.1:4250810|4269447",NA,"15.000",NA,"2.000"
"746","NW_017738931.1:4267109|4269447",NA,NA,NA,"6.000"
"747","NW_017738931.1:4397125|4400519",NA,"3.000",NA,NA
"748","NW_017738931.1:4903109|4996407",NA,NA,NA,"3.000"
"749","NW_017738931.1:4951225|4996407",NA,"2.000",NA,NA
"750","NW_017738931.1:4960732|4996407",NA,NA,"1.000",NA
"751","NW_017738931.1:4963952|4965966","10.000","9.000","4.000","9.000"
"752","NW_017738931.1:4963952|4979357",NA,NA,"1.000",NA
"753","NW_017738931.1:5248210|5254330","2.000","2.000","1.000",NA
"754","NW_017738931.1:5431174|5442986",NA,"3.000",NA,NA
"755","NW_017738931.1:5499702|5505992","3.000",NA,NA,NA
"756","NW_017738931.1:5712001|5720269",NA,"7.000",NA,"15.000"
"757","NW_017738931.1:5726674|5736008",NA,NA,NA,"3.000"
"758","NW_017738931.1:596050|596448",NA,NA,"5.000",NA
"759","NW_017738931.1:5977585|5979105","13.000","9.000","2.000","9.000"
"760","NW_017738931.1:6176620|6180043","1.000",NA,NA,NA
"761","NW_017738931.1:6273887|6316778",NA,NA,"1.000",NA
"762","NW_017738931.1:6296870|6316778",NA,NA,"1.000",NA
"763","NW_017738931.1:6311287|6323090",NA,NA,"2.000",NA
"764","NW_017738931.1:6322981|6388892",NA,NA,"2.000",NA
"765","NW_017738931.1:6380902|6388892","1.000",NA,NA,NA
"766","NW_017738931.1:6430282|6465506","3.000",NA,NA,NA
"767","NW_017738931.1:6446297|6476949",NA,"1.000",NA,NA
"768","NW_017738931.1:6895818|6934627",NA,"1.000",NA,NA
"769","NW_017738931.1:6898903|6954379",NA,NA,NA,"4.000"
"770","NW_017738931.1:700281|726332","4.000",NA,NA,NA
"771","NW_017738931.1:7322972|7336621",NA,"1.000",NA,NA
"772","NW_017738931.1:7324563|7336621","2.000",NA,NA,NA
"773","NW_017738931.1:7423373|7431177",NA,"1.000",NA,NA
